mining_profitability90trx,activeaddresses90var,mining_profitability90mom,mining_profitability14var,top100cap30trx,median_transaction_feeUSD,mining_profitability,top100cap90roc,category
-1.145,795086465,-3.036,0.05,0.004,0.0221,2.638,3.383,1
-1.143,795491228,-3.016,0.07200000000000001,0.002,0.0219,2.105,2.779,1
-1.142,816720819,-1.754,0.07400000000000001,0.001,0.0232,2.888,3.422,1
-1.14,824034604,-2.182,0.062,-0.001,0.0246,2.863,2.526,0
-1.138,976287883,-2.018,0.059,-0.002,0.025,2.844,2.695,0
-1.137,980791049,-2.282,0.053,-0.004,0.0235,2.674,2.7430000000000003,1
-1.135,986712323,-2.05,0.052000000000000005,-0.005,0.0239,2.603,2.649,0
-1.133,985650498,-1.702,0.052000000000000005,-0.006,0.024,2.8960000000000004,2.657,0
-1.131,982670241,-1.654,0.048,-0.006999999999999999,0.0238,2.625,2.744,0
-1.13,960008002,-1.995,0.047,-0.006999999999999999,0.0243,2.651,2.557,0
-1.128,975248457,-1.587,0.048,-0.008,0.0244,2.764,2.489,0
-1.126,976657272,-1.978,0.048,-0.009000000000000001,0.0241,2.795,2.468,0
-1.124,973092688,-1.927,0.049,-0.01,0.0236,2.467,2.479,1
-1.122,962245640,-2.215,0.043,-0.011,0.0238,2.48,2.056,1
-1.12,958378260,-2.022,0.043,-0.011,0.0237,2.787,2.199,1
-1.118,954955353,-2.039,0.022,-0.012,0.0236,2.494,0.705,1
-1.116,935166934,-2.337,0.019,-0.013,0.025,2.672,0.608,0
-1.114,937918904,-2.126,0.017,-0.013,0.0253,2.654,0.546,0
-1.112,947691362,-1.519,0.015,-0.014,0.0251,2.596,-0.361,0
-1.11,964490768,-2.041,0.03,-0.014,0.0262,3.129,-0.469,0
-1.108,968105290,-1.554,0.033,-0.014,0.0275,2.946,-0.8290000000000001,0
-1.106,963330391,-2.211,0.031,-0.015,0.0279,2.7260000000000004,-0.369,0
-1.103,963020373,-1.926,0.036000000000000004,-0.015,0.027000000000000003,2.989,-2.5860000000000003,0
-1.101,945755315,-1.285,0.04,-0.015,0.0273,2.986,-3.782,0
-1.099,936969884,-1.635,0.042,-0.015,0.0273,2.92,-4.506,0
-1.096,947129080,-2.275,0.047,-0.016,0.0275,3.052,-7.08,0
-1.094,946094914,-1.507,0.041,-0.017,0.0282,2.915,-7.226,0
-1.091,944575983,-0.583,0.05,-0.02,0.0294,3.355,-7.261,0
-1.088,938612988,-1.877,0.05,-0.022,0.0294,2.9360000000000004,-6.8870000000000005,0
-1.086,926346221,-1.214,0.038,-0.026,0.0294,2.948,-7.237,0
-1.083,898688214,-1.212,0.04,-0.029,0.0291,3.252,-6.966,0
-1.08,885988380,-1.606,0.035,-0.033,0.0283,2.8280000000000003,-6.9670000000000005,0
-1.077,887176863,-1.108,0.025,-0.037000000000000005,0.0284,3.11,-6.937,0
-1.074,891641089,-1.44,0.024,-0.04,0.0291,3.035,-6.886,0
-1.071,893041386,-0.98,0.025,-0.044,0.0289,2.886,-6.8660000000000005,0
-1.068,893153649,-0.6940000000000001,0.02,-0.048,0.0274,3.164,-6.803,0
-1.065,888733653,-1.781,0.034,-0.052000000000000005,0.0257,2.569,-6.518,0
-1.062,885092917,-1.165,0.039,-0.055,0.0261,2.738,-6.38,0
-1.058,885295127,-1.013,0.039,-0.058,0.0259,2.935,-6.488,0
-1.055,888536149,-2.147,0.039,-0.062,0.0262,2.9210000000000003,-4.04,0
-1.052,890519715,-1.152,0.041,-0.064,0.0267,2.7880000000000003,-3.606,0
-1.048,878204152,-1.325,0.029,-0.067,0.0256,2.898,-5.5,0
-1.045,840608189,-1.335,0.037000000000000005,-0.07,0.0245,2.571,-5.41,1
-1.042,817489450,-1.671,0.043,-0.07200000000000001,0.0249,2.607,-5.394,0
-1.038,812312314,-1.119,0.033,-0.073,0.0247,2.742,-5.341,0
-1.035,801651403,-1.715,0.038,-0.075,0.0251,2.568,-5.405,0
-1.031,799099279,-1.214,0.032,-0.076,0.0245,2.689,-4.788,1
-1.028,789878376,-1.37,0.029,-0.077,0.0245,2.635,-5.354,1
-1.024,755722001,-1.046,0.029,-0.078,0.0245,2.658,-5.242000000000001,1
-1.021,645497729,-1.5730000000000002,0.019,-0.079,0.0243,2.477,-5.528,1
-1.017,634736337,-0.937,0.024,-0.079,0.0248,3.0010000000000003,-5.447,1
-1.014,635323303,-1.149,0.026,-0.08,0.0254,2.546,-5.15,1
-1.01,635718892,-0.833,0.022,-0.08,0.0253,2.753,-5.305,1
-1.006,643920294,-0.5660000000000001,0.019,-0.08,0.0255,2.614,-5.289,1
-1.003,629811499,-1.091,0.025,-0.08,0.0258,2.362,-5.282,1
-0.999,612414614,-0.496,0.021,-0.08,0.0253,2.753,-4.694,1
-0.995,608885640,-1.388,0.024,-0.079,0.0248,2.422,-3.923,1
-0.991,608235094,-0.8740000000000001,0.028,-0.079,0.0244,2.387,-4.011,1
-0.988,601554045,-0.861,0.027000000000000003,-0.078,0.0238,2.7060000000000004,-3.742,1
-0.984,607873363,-1.271,0.034,-0.077,0.0236,2.293,-3.903,1
-0.98,596055574,-0.8029999999999999,0.043,-0.076,0.0236,2.208,-3.843,1
-0.976,598149481,-0.038,0.045,-0.075,0.0232,2.769,-4.089,1
-0.973,597807824,-0.18,0.058,-0.07400000000000001,0.022,2.113,-3.916,1
-0.969,600545881,-0.408,0.07,-0.07200000000000001,0.0221,2.107,-3.369,1
-0.965,604791679,0.084,0.052000000000000005,-0.07,0.0227,2.338,-3.399,1
-0.962,595029567,-0.109,0.055,-0.068,0.0224,2.222,-3.326,1
-0.958,595669645,-0.025,0.047,-0.066,0.0222,2.441,-3.32,1
-0.954,605106199,0.093,0.044,-0.064,0.0224,2.309,-3.363,1
-0.951,600814777,0.194,0.044,-0.062,0.0224,2.472,-3.292,1
-0.947,598460684,-0.5760000000000001,0.036000000000000004,-0.059,0.0226,2.247,-5.1560000000000015,1
-0.943,597210466,0.236,0.039,-0.057,0.0235,2.5780000000000003,-5.158,1
-0.939,586667820,-0.278,0.039,-0.054000000000000006,0.0234,2.268,-5.037,1
-0.936,573042243,-0.379,0.031,-0.052000000000000005,0.0232,2.426,-4.761,1
-0.932,525707253,-0.07400000000000001,0.04,-0.049,0.0228,2.72,-4.7780000000000005,1
-0.928,528305707,-1.081,0.04,-0.046,0.0219,2.184,-3.669,1
-0.924,528762000,-0.978,0.028,-0.044,0.0221,2.325,-3.687,1
-0.92,508436461,-0.8109999999999999,0.025,-0.041,0.0226,2.45,-3.245,1
-0.916,496517942,-0.601,0.022,-0.038,0.0225,2.217,-3.1010000000000004,1
-0.913,465777898,-0.03,0.023,-0.035,0.0232,2.502,-3.151,1
-0.909,463692443,-0.5589999999999999,0.023,-0.033,0.0235,2.574,-2.8280000000000003,1
-0.905,470888456,0.058,0.023,-0.03,0.0234,2.4730000000000003,-2.59,1
-0.901,460645990,-0.463,0.023,-0.027000000000000003,0.024,2.491,-2.376,1
-0.897,458928735,-0.161,0.023,-0.024,0.024,2.374,-2.303,1
-0.893,455189692,-0.228,0.025,-0.022,0.0236,2.6910000000000003,-2.362,1
-0.889,445594506,-0.234,0.026,-0.019,0.0235,2.645,-2.46,1
-0.885,432857518,-0.564,0.028,-0.017,0.0232,2.23,-2.488,1
-0.88,415899328,0.005,0.029,-0.015,0.024,2.595,-2.199,1
-0.8759999999999999,398122495,-0.085,0.024,-0.012,0.0243,2.471,-2.077,1
-0.872,397550645,-0.287,0.019,-0.01,0.0241,2.532,-1.902,1
-0.868,393794672,0.482,0.024,-0.008,0.0241,2.7910000000000004,-1.704,1
-0.863,387900406,-0.247,0.024,-0.006,0.0241,2.391,-1.736,1
-0.8590000000000001,385165272,0.586,0.02,-0.003,0.0242,2.6910000000000003,-1.533,1
-0.855,370958091,-0.361,0.02,-0.001,0.0236,2.527,-1.311,1
-0.85,368950444,-0.501,0.022,0.001,0.0237,2.362,-1.439,1
-0.846,265893078,-0.457,0.023,0.003,0.0237,2.387,-1.671,1
-0.841,266474447,0.01,0.025,0.005,0.0237,2.6830000000000003,-1.6369999999999998,1
-0.8370000000000001,263415968,-0.171,0.024,0.008,0.0236,2.432,-1.517,1
-0.8320000000000001,263261325,-0.664,0.027000000000000003,0.01,0.0233,2.232,-1.629,1
-0.828,247748484,-0.067,0.026,0.012,0.0233,2.5580000000000003,-1.526,1
-0.823,248827950,-0.214,0.021,0.014,0.0235,2.438,-1.223,0
-0.8190000000000001,241619336,-0.388,0.021,0.015,0.0237,2.376,-0.875,0
-0.8140000000000001,246578654,-0.72,0.033,0.017,0.024,2.075,-1.107,0
-0.81,266361099,0.43,0.045,0.019,0.024,2.897,-1.199,0
-0.805,262251512,-0.157,0.04,0.02,0.0239,2.323,-1.14,0
-0.8,256814902,-0.202,0.04,0.022,0.0237,2.585,-1.221,0
-0.7959999999999999,248239335,-0.094,0.037000000000000005,0.023,0.0237,2.4,-1.258,0
-0.7909999999999999,247002910,-0.276,0.036000000000000004,0.024,0.0237,2.397,-1.332,0
-0.7859999999999999,250769167,-0.162,0.036000000000000004,0.025,0.0237,2.492,-1.3030000000000002,0
-0.782,292252546,-0.07,0.036000000000000004,0.026,0.0234,2.526,-1.294,0
-0.777,305876728,-0.652,0.032,0.026,0.0232,2.477,-1.466,0
-0.772,329746023,-0.753,0.037000000000000005,0.027000000000000003,0.0227,2.193,-1.141,1
-0.768,351606321,-0.159,0.035,0.027000000000000003,0.0224,2.567,-1.824,1
-0.763,358765721,-0.7140000000000001,0.036000000000000004,0.028,0.0226,2.275,-1.55,1
-0.758,352397489,-0.5770000000000001,0.036000000000000004,0.028,0.0225,2.4090000000000003,-1.903,1
-0.753,353461799,-0.653,0.037000000000000005,0.028,0.0225,2.267,-1.2919999999999998,1
-0.7490000000000001,352768882,-0.319,0.034,0.028,0.0225,2.733,1.67,1
-0.7440000000000001,353509715,-0.7759999999999999,0.025,0.028,0.0225,2.139,2.031,1
-0.7390000000000001,351825725,-0.795,0.026,0.027000000000000003,0.0226,2.5610000000000004,2.385,1
-0.7340000000000001,350755499,-0.5920000000000001,0.024,0.027000000000000003,0.0229,2.344,2.261,1
-0.7290000000000001,420193559,-0.349,0.027000000000000003,0.027000000000000003,0.0229,2.599,2.738,1
-0.725,420424112,-1.226,0.037000000000000005,0.026,0.023,2.026,2.782,1
-0.72,432515868,-0.269,0.038,0.026,0.0231,2.559,2.812,1
-0.715,436354985,-0.519,0.04,0.026,0.0231,2.592,2.873,1
-0.71,450755907,-0.782,0.041,0.026,0.0234,2.253,2.818,1
-0.705,475630739,-0.5429999999999999,0.038,0.025,0.0236,2.343,2.755,0
-0.701,474609993,-0.942,0.038,0.025,0.0242,2.222,3.006,0
-0.696,513190938,0.466,0.065,0.025,0.0251,3.035,3.045,0
-0.691,508299261,-0.225,0.065,0.025,0.0248,2.513,2.839,0
-0.6859999999999999,508614452,-0.5720000000000001,0.064,0.024,0.0247,2.363,3.799,0
-0.6809999999999999,509473045,-0.5529999999999999,0.058,0.025,0.0243,2.3680000000000003,3.952,0
-0.6759999999999999,516153736,-0.404,0.052000000000000005,0.025,0.0243,2.385,3.619,0
-0.6709999999999999,499275910,-0.149,0.057,0.025,0.0246,2.749,3.831,0
-0.6659999999999999,490630068,-0.17,0.057,0.026,0.0245,2.401,3.72,0
-0.6609999999999999,473660126,-0.083,0.055,0.026,0.0243,2.523,3.694,0
-0.6559999999999999,475301302,-0.279,0.041,0.027000000000000003,0.0243,2.463,3.437,0
-0.6509999999999999,473243563,-0.116,0.041,0.028,0.0243,2.452,3.5010000000000003,0
-0.6459999999999999,485310303,-0.325,0.041,0.028,0.0246,2.364,3.343,0
-0.6409999999999999,485356912,-0.083,0.038,0.029,0.025,2.553,3.836,0
-0.635,485711995,-0.009000000000000001,0.038,0.029,0.0253,2.648,3.5660000000000003,0
-0.63,508479892,0.222,0.034,0.03,0.0263,2.699,3.649,0
-0.625,518392050,-0.5660000000000001,0.015,0.03,0.026,2.436,3.862,0
-0.62,528190379,0.392,0.028,0.03,0.0258,2.938,3.98,0
-0.614,537279178,-0.136,0.027000000000000003,0.03,0.0256,2.617,3.721,0
-0.609,538852947,0.036000000000000004,0.025,0.031,0.0258,2.65,3.751,0
-0.604,544849298,0.14400000000000002,0.023,0.031,0.0265,2.506,3.7,0
-0.598,569905815,0.35200000000000004,0.04,0.031,0.0541,3.105,3.789,0
-0.593,590410765,0.066,0.038,0.031,0.0535,2.488,3.495,0
-0.5870000000000001,606803699,0.573,0.046,0.031,0.0537,2.959,3.788,0
-0.581,626183342,-0.202,0.045,0.03,0.027000000000000003,2.504,3.543,0
-0.5760000000000001,652598872,0.826,0.057,0.03,0.0281,3.119,3.762,0
-0.57,672684582,0.628,0.05,0.03,0.0291,2.837,3.597,0
-0.564,691711601,0.135,0.05,0.03,0.0304,2.904,3.218,0
-0.5579999999999999,688436165,1.017,0.059,0.03,0.0294,3.13,3.242,0
-0.552,666248683,0.6890000000000001,0.058,0.029,0.0337,2.795,2.735,0
-0.545,644765743,0.664,0.051,0.029,0.029,3.002,2.753,0
-0.539,626467210,0.377,0.054000000000000006,0.029,0.0282,2.599,3.114,0
-0.5329999999999999,628707031,0.414,0.051,0.029,0.0277,2.8560000000000003,3.309,0
-0.527,630791197,0.34600000000000003,0.051,0.028,0.0277,2.656,3.272,0
-0.521,625716739,0.287,0.044,0.028,0.0275,2.758,3.157,0
-0.515,618712477,0.613,0.038,0.028,0.0276,2.861,3.155,0
-0.509,618170314,-0.097,0.039,0.028,0.0279,2.481,2.987,0
-0.502,1274030837,0.7120000000000001,0.039,0.001,0.0277,2.98,-100.0,0
-0.496,1918417064,0.126,0.037000000000000005,-0.048,0.0277,2.552,-100.0,0
-0.49,2550432432,0.335,0.035,-0.115,0.0283,3.055,-100.0,0
-0.484,3168240981,0.518,0.036000000000000004,-0.168,0.0289,2.702,2.802,0
-0.478,3768497373,0.464,0.035,-0.209,0.0291,2.7880000000000003,2.61,0
-0.471,4360652087,0.34600000000000003,0.027000000000000003,-0.24,0.0291,2.7960000000000003,2.576,0
-0.465,4369484025,0.403,0.028,-0.262,0.0294,2.62,2.804,0
-0.459,4384078581,0.5539999999999999,0.03,-0.277,0.0414,3.057,2.755,1
-0.453,4369936829,0.044,0.03,-0.285,0.032,2.6180000000000003,2.5380000000000003,1
-0.447,4385027413,0.507,0.032,-0.28800000000000003,0.0302,2.98,2.592,1
-0.441,4398136097,0.134,0.033,-0.28600000000000003,0.0281,2.625,2.42,1
-0.435,4405991862,0.238,0.035,-0.28,0.028,2.612,2.371,1
-0.428,4408451774,0.249,0.036000000000000004,-0.271,0.0283,2.94,2.525,1
-0.422,4416617344,-0.235,0.04,-0.259,0.0369,2.41,1.963,1
-0.416,4441143528,0.752,0.04,-0.246,0.0334,2.982,1.78,1
-0.411,4440261422,0.124,0.036000000000000004,-0.231,0.0522,2.719,1.121,1
-0.405,4435872054,0.046,0.034,-0.215,0.0278,2.517,0.944,1
-0.399,4437592519,0.327,0.035,-0.198,0.0273,2.859,0.371,1
-0.393,4437951535,-0.294,0.039,-0.181,0.0263,2.497,1.947,1
-0.387,4442219348,0.276,0.039,-0.163,0.0265,2.667,3.147,1
-0.382,4438608300,-0.304,0.046,-0.14400000000000002,0.0265,2.387,3.023,1
-0.377,4432322453,-0.172,0.044,-0.125,0.0268,2.355,2.659,1
-0.371,4428498863,0.284,0.043,-0.106,0.0264,2.6460000000000004,2.533,1
-0.366,4428136345,0.108,0.037000000000000005,-0.08800000000000001,0.0265,2.495,2.405,1
-0.361,4428162055,-0.139,0.037000000000000005,-0.069,0.0265,2.545,2.263,1
-0.35600000000000004,4426111071,-0.003,0.039,-0.052000000000000005,0.0259,2.4290000000000003,1.983,1
-0.35100000000000003,4426130559,0.425,0.031,-0.035,0.0258,2.657,1.975,1
-0.34600000000000003,4436359544,-0.2,0.033,-0.019,0.0254,2.358,1.5319999999999998,1
-0.341,4434747014,-0.162,0.025,-0.004,0.0232,2.276,1.481,1
-0.337,4432051432,-0.248,0.032,0.01,0.0233,2.129,1.083,1
-0.333,4415269894,0.392,0.032,0.023,0.0233,2.467,1.026,1
-0.328,4417622253,-0.7929999999999999,0.029,0.035,0.023,2.105,0.852,1
-0.324,4418685195,-0.341,0.042,0.046,0.0229,1.982,0.7829999999999999,1
-0.321,4433060471,-0.457,0.04,0.055,0.022,2.128,0.6890000000000001,1
-0.317,4434115908,-0.596,0.06,0.064,0.0214,1.804,0.951,1
-0.314,4434951841,-0.073,0.06,0.07200000000000001,0.0225,2.324,0.856,1
-0.311,4429365313,-0.58,0.06,0.079,0.0226,1.913,0.994,1
-0.308,4411595843,-0.257,0.056,0.085,0.0228,2.269,0.6759999999999999,1
-0.305,4420262327,-0.384,0.05,0.09,0.023,2.093,0.488,1
-0.302,4412044170,-0.104,0.047,0.095,0.023,2.089,0.312,1
-0.299,4408468562,-0.466,0.03,0.099,0.0229,2.102,0.75,1
-0.297,4422755982,-0.044,0.027000000000000003,0.102,0.0228,2.232,0.915,1
-0.294,4427430904,-0.246,0.026,0.104,0.0456,2.164,0.992,1
-0.292,4436790109,-0.219,0.026,0.107,0.0228,2.048,1.093,1
-0.29,4439464248,-0.643,0.017,0.108,0.0229,2.09,1.043,1
-0.287,4467170215,-0.162,0.018000000000000002,0.109,0.0232,1.978,1.003,1
-0.285,4471369725,-0.534,0.018000000000000002,0.11,0.024,2.027,0.6779999999999999,1
-0.284,4577682923,-0.028,0.021,0.11,0.0241,2.316,0.409,1
-0.282,4559529115,-0.562,0.015,0.11,0.0243,2.037,0.34,1
-0.28,5181936059,0.245,0.013,0.109,0.024,2.271,0.205,1
-0.278,5178089557,-0.368,0.01,0.108,0.0239,2.19,-0.053,1
-0.276,5187445761,-0.591,0.01,0.107,0.024,2.0,-0.094,1
-0.275,5180972227,-0.293,0.012,0.105,0.0238,1.96,-0.105,1
-0.273,5184036677,-0.092,0.013,0.103,0.0233,2.251,-0.053,1
-0.272,5193521895,-0.305,0.016,0.101,0.023,1.917,-0.284,1
-0.271,5183502073,-0.89,0.014,0.099,0.023,2.145,-0.617,1
-0.269,5186149679,-0.679,0.019,0.096,0.0229,1.833,-0.627,1
-0.268,5194748032,-0.228,0.019,0.093,0.00997,2.135,-1.4780000000000002,1
-0.267,5224623287,-0.368,0.019,0.09,0.0233,2.0,-1.654,1
-0.266,5220198379,-0.5760000000000001,0.024,0.087,0.0232,1.809,-1.816,1
-0.265,5246397437,-0.7040000000000001,0.023,0.083,0.0231,2.045,-1.62,1
-0.264,5262022274,-0.471,0.02,0.08,0.0228,1.93,-1.543,1
-0.264,5337591571,-0.467,0.02,0.077,0.0229,2.056,-1.581,1
-0.263,5326860072,-0.443,0.015,0.073,0.023,2.02,-1.876,1
-0.262,5325443835,-0.568,0.014,0.07,0.0232,1.884,-2.131,1
-0.262,5317506743,-0.249,0.015,0.066,0.0235,2.115,-2.262,1
-0.261,5336223772,-0.718,0.017,0.062,0.0234,1.835,-2.374,1
-0.261,5351885907,-0.611,0.012,0.058,0.0233,2.0380000000000003,-2.151,1
-0.26,5339975614,-0.606,0.013,0.055,0.0237,2.093,-2.134,1
-0.259,5381147425,-0.303,0.012,0.051,0.0238,2.133,-2.037,1
-0.259,5396310389,-1.091,0.012,0.048,0.0237,1.847,-1.869,1
-0.259,5390498747,-0.644,0.011,0.044,0.0237,1.973,-1.649,1
-0.258,5399476654,-0.5660000000000001,0.011,0.041,0.0238,2.084,-2.019,1
-0.258,5388457323,-0.5329999999999999,0.009000000000000001,0.038,0.0238,1.973,-2.653,1
-0.257,5380557104,-1.137,0.009000000000000001,0.034,0.0239,1.968,-2.9360000000000004,1
-0.257,5363813408,-0.491,0.008,0.031,0.0239,1.997,-3.02,1
-0.257,5359185126,-1.007,0.008,0.027000000000000003,0.0243,1.953,-2.988,1
-0.256,5349882375,-0.527,0.008,0.024,0.0245,1.977,-2.934,1
-0.256,5339837340,-1.055,0.008,0.021,0.0244,2.064,-2.81,1
-0.256,5314324240,-1.003,0.008,0.017,0.0244,1.834,-2.779,1
-0.255,5331130460,-0.511,0.017,0.014,0.0245,2.392,-2.592,1
-0.255,5338271839,-1.259,0.019,0.012,0.0246,1.871,-2.817,1
-0.254,5356152027,-0.759,0.018000000000000002,0.009000000000000001,0.0247,2.036,-2.982,1
-0.254,5365863757,-0.954,0.017,0.006,0.0247,2.048,-3.029,1
-0.254,5379097095,-0.462,0.016,0.003,0.0251,2.137,-3.42,1
-0.253,5466179670,-0.628,0.019,0.001,0.0254,2.227,-3.471,1
-0.252,5496298082,-0.675,0.019,-0.001,0.026,1.981,-3.29,1
-0.252,5589156074,-0.544,0.021,-0.004,0.0269,2.215,-3.143,1
-0.251,5623876471,-0.57,0.024,-0.006,0.0267,2.291,-3.284,1
-0.25,5677500251,-0.222,0.026,-0.008,0.0264,2.259,-3.524,1
-0.249,5138284681,-0.961,0.025,-0.009000000000000001,0.0267,2.019,0.0,1
-0.249,4502148951,-0.193,0.028,-0.011,0.0268,2.359,0.0,1
-0.248,3834076339,-0.93,0.028,-0.013,0.0272,2.125,0.0,1
-0.247,3145283513,-0.355,0.023,-0.014,0.0277,2.347,-3.974,1
-0.245,2472876354,-0.479,0.021,-0.016,0.028,2.31,-4.194,1
-0.244,1759170642,-0.377,0.019,-0.018000000000000002,0.029,2.419,-4.416,1
-0.243,1829582175,-0.085,0.024,-0.019,0.0284,2.5340000000000003,-4.293,1
-0.241,1857669840,-0.7979999999999999,0.021,-0.021,0.0292,2.259,-4.2860000000000005,1
-0.24,1869166020,-0.18600000000000005,0.022,-0.023,0.0301,2.432,-4.689,1
-0.238,1934354822,-0.256,0.035,-0.024,0.031,2.724,-4.738,1
-0.236,1994355325,0.17800000000000002,0.042,-0.026,0.0325,2.803,-5.185,1
-0.233,2030428846,-0.268,0.04,-0.028,0.0322,2.343,-5.269,1
-0.231,2068800687,-0.338,0.043,-0.03,0.0316,2.602,-5.464,1
-0.229,2122684751,0.326,0.049,-0.032,0.0336,2.736,-4.6080000000000005,1
-0.226,2275670865,0.07,0.059,-0.034,0.0384,3.052,-3.94,0
-0.222,2549759011,1.02,0.157,-0.035,0.0449,3.739,-3.18,0
-0.219,2666982429,0.69,0.161,-0.036000000000000004,0.0402,3.207,-2.983,0
-0.215,2771336422,0.161,0.159,-0.037000000000000005,0.0372,3.02,-2.232,1
-0.211,2770047276,0.5920000000000001,0.153,-0.038,0.0384,3.089,-4.15,1
-0.206,2814511413,0.285,0.14400000000000002,-0.039,0.0382,2.952,-5.524,0
-0.202,2874748036,0.901,0.151,-0.039,0.0375,3.287,-5.997999999999998,1
-0.197,2893933696,0.487,0.122,-0.04,0.0366,2.843,-6.437,1
-0.192,2911467157,-0.061,0.113,-0.04,0.0316,2.585,-6.392,1
-0.188,2911955556,0.078,0.119,-0.041,0.0328,2.573,-6.683,1
-0.183,2895751375,0.006999999999999999,0.127,-0.042,0.0334,2.552,-6.4929999999999986,1
-0.179,2932576158,-0.049,0.124,-0.044,0.0333,2.38,-6.447,1
-0.174,3004113165,0.065,0.12,-0.045,0.0328,2.721,-6.435,1
-0.17,3020885467,0.12,0.131,-0.046,0.0322,2.478,-4.841,1
-0.166,3022199716,-0.027000000000000003,0.155,-0.046,0.0335,2.249,-5.314,1
-0.161,3054597075,0.759,0.093,-0.047,0.0334,2.888,-4.869,1
-0.157,3036308156,-0.16899999999999998,0.092,-0.047,0.0331,2.298,-4.5539999999999985,1
-0.153,3040872903,0.5770000000000001,0.084,-0.047,0.032,2.682,-4.282,1
-0.149,3055901683,0.579,0.07200000000000001,-0.047,0.0325,2.5610000000000004,-4.287,1
-0.145,3079568771,0.263,0.069,-0.047,0.0324,2.391,-4.322,1
-0.141,3063387184,0.627,0.034,-0.047,0.0323,2.43,-4.515,1
-0.13699999999999998,3074728335,-0.051,0.031,-0.047,0.0321,2.272,-4.413,1
-0.134,3057470821,0.21,0.04,-0.046,0.0322,2.123,-4.49,1
-0.13,3079975392,0.39,0.042,-0.046,0.0342,2.659,-3.537,1
-0.127,2971566476,0.011,0.05,-0.045,0.0356,2.104,-5.254,1
-0.124,2993918304,0.546,0.052000000000000005,-0.045,0.0355,2.635,-6.212999999999999,1
-0.121,2985291981,0.295,0.047,-0.046,0.036000000000000004,2.397,-6.648,1
-0.117,3189844350,0.653,0.061,-0.047,0.0376,2.884,-6.46,1
-0.114,3219634945,0.175,0.058,-0.047,0.0367,2.339,-3.53,1
-0.111,3273572250,0.522,0.046,-0.047,0.0356,2.57,-3.312,1
-0.108,3203781326,0.266,0.045,-0.046,0.0362,2.355,-3.54,1
-0.105,3206632621,0.617,0.043,-0.045,0.036000000000000004,2.594,-3.532,1
-0.102,3308538139,0.831,0.053,-0.044,0.0375,2.858,-3.756,1
-0.098,3054014320,0.24,0.053,-0.042,0.0394,2.557,-3.661,1
-0.095,3111278619,0.334,0.054000000000000006,-0.041,0.0394,2.371,-3.5610000000000004,1
-0.092,2101042972,0.563,0.058,-0.04,0.0395,2.834,-3.665,1
-0.08900000000000001,2123217772,0.35200000000000004,0.046,-0.038,0.0418,2.542,-2.837,0
-0.086,2214632579,1.091,0.065,-0.036000000000000004,0.0416,3.091,-2.809,0
-0.083,2205701412,0.366,0.053,-0.034,0.0432,2.326,-2.7110000000000003,0
-0.08,2453339739,0.524,0.055,-0.032,0.0432,2.775,-2.821,0
-0.077,2515477569,0.62,0.053,-0.03,0.0436,2.537,-2.927,0
-0.07400000000000001,2751338215,1.092,0.07400000000000001,-0.029,0.0441,3.236,-3.0980000000000003,0
-0.071,2792258858,0.979,0.069,-0.027000000000000003,0.0457,2.812,-2.717,0
-0.067,2827140315,0.5670000000000001,0.068,-0.025,0.0457,2.702,-2.805,0
-0.064,2891102076,0.888,0.061,-0.024,0.0455,2.887,-3.414,0
-0.061,2870588374,1.167,0.064,-0.023,0.0459,2.9760000000000004,-3.216,0
-0.057,3000754297,0.448,0.067,-0.022,0.0463,2.4930000000000003,-3.819,0
-0.054000000000000006,2984850541,0.5379999999999999,0.07,-0.021,0.0454,2.468,-3.989,0
-0.051,3116687137,0.149,0.08,-0.021,0.0437,2.205,-4.626,0
-0.048,3110894723,0.487,0.081,-0.021,0.0439,2.508,-4.455,0
-0.046,3088253678,0.449,0.08800000000000001,-0.022,0.0441,2.333,-4.285,0
-0.043,3067236940,0.129,0.085,-0.023,0.0454,2.2430000000000003,-4.24,0
-0.041,3022891073,1.04,0.083,-0.024,0.0455,2.875,-4.438,0
-0.039,2981377709,0.242,0.09,-0.025,0.0428,2.28,-4.1960000000000015,0
-0.036000000000000004,2914315896,0.318,0.092,-0.027000000000000003,0.0417,2.412,-4.364,0
-0.035,2902062136,-0.17,0.084,-0.028,0.0424,1.964,-4.412,0
-0.033,2874947076,0.518,0.078,-0.029,0.0425,2.365,-4.713,0
-0.031,2788784717,0.35200000000000004,0.076,-0.031,0.0429,2.325,-4.748,0
-0.03,2724823722,-0.037000000000000005,0.07,-0.032,0.0425,2.047,-4.24,0
-0.029,2648563165,0.081,0.05,-0.034,0.0432,2.0540000000000003,-3.445,0
-0.028,2603566838,0.281,0.048,-0.035,0.0433,2.248,-3.432,0
-0.027000000000000003,2523524548,0.019,0.051,-0.036000000000000004,0.0429,2.016,-3.4730000000000003,0
-0.026,2470569582,0.361,0.051,-0.037000000000000005,0.0432,2.314,-3.293,0
-0.026,2403991605,0.047,0.051,-0.038,0.0432,2.025,-3.1830000000000003,0
-0.025,2345661188,-0.019,0.053,-0.039,0.043,2.045,-3.98,0
-0.025,2167208766,0.353,0.053,-0.039,0.0448,2.187,-3.956,0
-0.025,2131335066,-0.062,0.022,-0.04,0.0455,2.33,-4.276,0
-0.025,2065615376,0.195,0.023,-0.041,0.045,2.066,-4.273,0
