price90smaUSD,mining_profitability90trx,top100cap30trx,mining_profitability,top100cap90mom,difficulty90var,hashrate30var,top100cap90roc,top100cap90rsi,fee_to_rewardUSD,price30smaUSD,price3wmaUSD,top100cap,price7emaUSD,category
96.515,-0.474,0.001,658.4939999999998,0.138,272240294265220.0,1.4017405181914e+28,0.6970000000000001,47.148,0.662,105.407,122.925,19.955,120.807,1
96.541,-0.482,-0.003,723.439,0.018000000000000002,299759403926640.0,1.4585764035639e+28,0.091,45.987,0.726,106.089,119.731,19.834,119.941,1
96.591,-0.489,-0.008,677.4060000000002,-0.021,326022317078490.0,1.585911712559e+28,-0.106,45.952,0.721,106.677,116.764,19.831,118.718,1
96.692,-0.496,-0.012,593.3380000000002,-0.11,351029033720770.0,1.5663344806447998e+28,-0.552,45.70399999999999,0.6729999999999999,107.314,115.419,19.805,117.795,1
96.831,-0.504,-0.016,691.0980000000002,-0.101,374779553853480.0,1.5276113364851999e+28,-0.509,45.734,0.664,108.062,115.822,19.807,117.499,1
96.957,-0.511,-0.02,758.6460000000002,-0.227,397273877476610.0,1.5769482069882e+28,-1.142,44.3,0.6,108.877,116.963,19.654,117.585,1
97.089,-0.518,-0.024,685.7280000000002,-0.311,418512004590175.0,1.7001354566065e+28,-1.557,44.431,0.534,109.774,118.697,19.665,118.179,1
97.253,-0.525,-0.028,736.4860000000001,-0.355,438493935194170.0,1.783466727376e+28,-1.776,43.982,0.451,110.699,120.494,19.616,119.067,1
97.485,-0.532,-0.032,724.8580000000002,-0.416,457219669288590.0,1.9332916600897e+28,-2.081,43.665,0.569,111.657,122.406,19.582,120.218,1
97.749,-0.539,-0.037000000000000005,711.428,-0.455,474689206873440.0,2.052085777044e+28,-2.274,43.367,0.411,112.583,123.547,19.549,121.181,1
98.012,-0.546,-0.041,735.547,-0.496,491337136685670.0,2.15960306632e+28,-2.474,43.256,0.3720000000000001,113.483,123.942,19.537,121.872,1
98.265,-0.552,-0.045,501.532,-0.53,541153885531450.0,2.6980410206501e+28,-2.643,43.045,0.609,114.388,123.84,19.514,122.328,1
98.489,-0.5589999999999999,-0.049,495.68,-0.5920000000000001,588821772228543.0,2.8286519432317e+28,-2.954,42.473,1.062,115.288,123.789,19.451,122.696,1
98.702,-0.5660000000000001,-0.053,631.594,-0.627,634340796776940.0,2.8736171655510997e+28,-3.122,42.469,6.352,116.199,124.007,19.45,123.084,1
98.915,-0.573,-0.057,609.765,-0.649,677710959176640.0,2.7533263268572e+28,-3.232,42.208,2.547,117.1,124.568,19.421,123.572,1
