difficulty14ema,difficulty14sma,difficulty14trx,difficulty14wma,difficulty30ema,difficulty3ema,difficulty7ema,difficulty90std,fee_to_reward90smaUSD,hashrate14std,hashrate30sma,hashrate30wma,hashrate90ema,median_transaction_feeUSD,mediantransactionvalueUSD,mining_profitability,mining_profitability30std,mining_profitability3sma,mining_profitability3wma,mining_profitability7wma,mining_profitability90rsi,mining_profitability90trx,mining_profitability90wma,price7rsiUSD,price90rocUSD,price90varUSD,priceUSD,category
7133024.0,7136703.0,1.851,7361530.0,6358816.0,7660142.0,7503324.0,2953023.0,1.247,9663219377109.0,53954152826930.0,58282455579911.0,41029324032980.0,0.0575,115.115,7092.0,4480.0,10916.0,9873.0,10242.0,52.832,0.254,5840.0,42.81399999999999,722.163,1576.0,115.0,0
7205021.0,7206501.0,1.814,7433036.0,6443602.0,7666571.0,7545743.0,3022728.0,1.248,9677588973797.0,54950625608863.0,58910463766990.0,41527323059214.0,0.0462,98.59899999999999,6360.0,4423.0,8586.0,7595.0,9290.0,51.98,0.273,5876.0,35.9,561.246,1586.0,92.446,1
7267418.0,7276299.0,1.767,7495236.0,6522918.0,7669785.0,7577557.0,3087734.0,1.246,9520248625628.0,55725770086524.0,59424157039204.0,41997335109082.0,0.0492,70.79899999999999,6595.0,4352.0,6682.0,6600.0,8526.0,52.23,0.29100000000000004,5915.0,38.954,607.072,1602.0,98.435,1
7321496.0,7346097.0,1.71,7548129.0,6597117.0,7671393.0,7601418.0,3148331.0,1.251,8642170438363.0,56365301454215.0,59805505495776.0,42428968868517.0,0.0459,48.534,5779.0,4267.0,6245.0,6148.0,7641.0,51.293,0.307,5936.0,36.71,556.932,1609.0,91.84899999999999,1
7368363.0,7415895.0,1.646,7591716.0,6666529.0,7672196.0,7619313.0,3204770.0,1.2590000000000001,8456329193286.0,57066213968040.0,60168672260366.0,42858978042953.0,0.0436,69.25399999999999,5865.0,4198.0,6080.0,5958.0,6907.0,51.386,0.32299999999999995,5958.0,35.016,523.689,1610.0,87.10799999999999,1
7408981.0,7485694.0,1.5759999999999998,7625997.0,6731462.0,7672598.0,7632735.0,3257267.0,1.258,9003122564089.0,57776120065725.0,60877604016506.0,43412729210981.0,0.0375,54.821000000000005,4937.0,4198.0,5527.0,5387.0,6093.0,50.336000000000006,0.33799999999999997,5958.0,30.796999999999997,428.524,1602.0,75.043,1
7492887.0,7581583.0,1.516,7699674.0,6815773.0,7855437.0,7734120.0,3321596.0,1.264,9283783720397.0,58438944183005.0,61514797427390.0,43945474018090.0,0.0389,70.344,5006.0,4169.0,5269.0,5126.0,5596.0,50.413000000000004,0.35100000000000003,5959.0,32.900999999999996,423.267,1595.0,77.734,1
7690408.0,7744331.0,1.496,7885369.0,6955032.0,8414867.0,8044164.0,3427443.0,1.263,9335855483737.0,59328590569163.0,62399457227446.0,44565379448107.0,0.0473,91.95700000000001,4878.0,4168.0,4940.0,4930.0,5329.0,50.269,0.363,5957.0,45.151,518.736,1601.0,94.679,1
7861593.0,7884991.0,1.4969999999999999,8049365.0,7085307.0,8694581.0,8276697.0,3525530.0,1.263,6867867583257.0,59835876327805.0,62437535083100.0,44902817203792.0,0.0534,91.794,6198.0,4184.0,5361.0,5559.0,5471.0,51.711000000000006,0.375,5983.0,52.351000000000006,597.4540000000001,1617.0,106.7,1
8009954.0,7977940.0,1.505,8194605.0,7207178.0,8834439.0,8451097.0,3616489.0,1.265,6669387347744.0,60239166812288.0,62755459372970.0,45339320184386.0,0.0572,63.022,6887.0,4181.0,5988.0,6323.0,5790.0,52.44,0.386,6024.0,56.648,646.552,1641.0,114.48,0
8138533.0,8070890.0,1.514,8327453.0,7321185.0,8904367.0,8581897.0,3700845.0,1.263,8795120977447.0,60968235219997.0,63809760251770.0,46025946783271.0,0.0571,73.62,6616.0,4186.0,6567.0,6637.0,6032.0,52.126999999999995,0.397,6057.0,56.506,622.331,1663.0,114.295,1
8249968.0,8163840.0,1.517,8447907.0,7427838.0,8939332.0,8679996.0,3779040.0,1.266,9262090593183.0,61639328267843.0,64554604363742.0,46608086831014.0,0.0568,85.425,6062.0,4204.0,6522.0,6384.0,6105.0,51.492,0.40700000000000003,6077.0,55.839,582.217,1682.0,113.535,1
8346545.0,8256789.0,1.5119999999999998,8555968.0,7527609.0,8956814.0,8753571.0,3850125.0,1.2670000000000001,9756455715691.0,62062037608891.0,65283995631790.0,47186917734126.0,0.0604,72.2,7056.0,4129.0,6578.0,6651.0,6419.0,52.541000000000004,0.41600000000000004,6118.0,60.968999999999994,609.5319999999999,1709.0,120.78,0
8430245.0,8349739.0,1.4969999999999999,8651635.0,7620944.0,8965555.0,8808753.0,3910624.0,1.271,10312006913815.0,62799196553838.0,66068339192692.0,47781037405966.0,0.0674,77.78699999999999,7469.0,4024.0,6862.0,7097.0,6762.0,52.968999999999994,0.426,6167.0,69.079,695.867,1755.0,134.8,0
8502785.0,8442689.0,1.473,8734910.0,7708257.0,8969925.0,8850138.0,3965714.0,1.273,10452935405119.0,63503455441715.0,66620844512749.0,48299322935829.0,0.0699,91.25,8539.0,3976.0,7688.0,7935.0,7283.0,54.052,0.435,6239.0,71.513,730.5989999999999,1805.0,139.74,0
8565653.0,8535639.0,1.44,8805791.0,7789937.0,8972111.0,8881178.0,4015615.0,1.27,11647852386545.0,64618876885426.0,67631024256869.0,48977606859779.0,0.0665,91.286,7248.0,3925.0,7752.0,7715.0,7351.0,52.574,0.444,6281.0,63.494,674.4639999999999,1841.0,132.945,0
8620139.0,8628588.0,1.399,8864278.0,7866347.0,8973203.0,8904457.0,4060520.0,1.268,11293138719176.0,65267722170458.0,68168272441535.0,49504389648526.0,0.0632,85.83200000000001,6431.0,3946.0,7406.0,7055.0,7178.0,51.67,0.45299999999999996,6304.0,56.308,630.826,1864.0,126.316,1
8667360.0,8721538.0,1.351,8910373.0,7937828.0,8973750.0,8921917.0,4100593.0,1.263,10376414760999.0,65670122249032.0,68547304609908.0,49979957365706.0,0.062,72.582,7773.0,3927.0,7151.0,7238.0,7356.0,53.012,0.461,6355.0,53.872,600.305,1881.0,124.045,1
8708285.0,8814488.0,1.298,8944074.0,8004697.0,8974023.0,8935012.0,4135974.0,1.261,10144839016362.0,66367077934285.0,69408381420281.0,50618130012830.0,0.0653,91.26100000000001,7263.0,3912.0,7156.0,7294.0,7366.0,52.453,0.469,6394.0,59.708,604.245,1905.0,130.56,0
8861102.0,8970303.0,1.2690000000000001,9082731.0,8124033.0,9414219.0,9164862.0,4203084.0,1.265,10662886872052.0,67192172899045.0,70243171520285.0,51248639781434.0,0.0672,75.671,6393.0,3930.0,7143.0,6913.0,7115.0,51.513999999999996,0.47600000000000003,6413.0,62.982,608.659,1932.0,134.465,0
9023127.0,9115876.0,1.2590000000000001,9230196.0,8249985.0,9745256.0,9392720.0,4273705.0,1.266,10397162169981.0,67509825513599.0,70748946853793.0,51771344194335.0,0.0623,88.1,6340.0,3953.0,6665.0,6512.0,6874.0,51.457,0.483,6430.0,50.872,532.224,1944.0,124.662,1
9163550.0,9194590.0,1.258,9358252.0,8367812.0,9910774.0,9563613.0,4337430.0,1.2670000000000001,10460884445442.0,67801694635140.0,70948420726995.0,52185197520795.0,0.0555,71.153,5352.0,4027.0,6028.0,5855.0,6427.0,50.411,0.488,6425.0,38.789,449.25800000000004,1938.0,111.04899999999999,1
9285249.0,9273304.0,1.258,9475812.0,8478036.0,9993534.0,9691783.0,4394560.0,1.261,7802845241076.0,68147146610619.0,71131145383649.0,52590664098651.0,0.0513,71.191,5046.0,4083.0,5579.0,5363.0,6017.0,50.091,0.493,6412.0,33.150999999999996,412.829,1924.0,102.694,1
9390721.0,9352018.0,1.256,9582877.0,8581150.0,10034913.0,9787911.0,4445347.0,1.261,6079989265328.0,68793039473294.0,71550635345564.0,53075467987039.0,0.0525,46.458,5658.0,4090.0,5352.0,5403.0,5838.0,50.722,0.498,6413.0,36.189,424.68800000000005,1909.0,105.04,1
9482131.0,9430732.0,1.249,9679447.0,8677610.0,10055603.0,9860006.0,4490009.0,1.2590000000000001,5983190413378.0,69579467143093.0,71977425369199.0,53566299126657.0,0.0567,59.378,6262.0,3975.0,5655.0,5858.0,5839.0,51.336000000000006,0.501,6426.0,46.396,464.06,1900.0,113.464,1
9561352.0,9509446.0,1.235,9765522.0,8767848.0,10065948.0,9914078.0,4533001.0,1.262,8814037303289.0,70419790429666.0,73103776737232.0,54301938999645.0,0.0565,64.307,5457.0,3959.0,5792.0,5759.0,5692.0,50.489,0.504,6421.0,45.928999999999995,461.834,1888.0,113.005,1
9630011.0,9588160.0,1.214,9841102.0,8852264.0,10071120.0,9954632.0,4574842.0,1.264,9818848542920.0,71135569123447.0,73991749965079.0,54958673866934.0,0.0552,70.008,5568.0,3886.0,5762.0,5647.0,5637.0,50.602,0.507,6418.0,43.034,439.085,1872.0,110.375,1
9689515.0,9666874.0,1.186,9906186.0,8931233.0,10073707.0,9985047.0,4611353.0,1.264,10875069008113.0,71873273321086.0,74917149344126.0,55629455968730.0,0.0548,76.058,5355.0,3726.0,5460.0,5443.0,5559.0,50.378,0.509,6409.0,42.114,416.517,1855.0,109.595,1
9741086.0,9745588.0,1.153,9960775.0,9005108.0,10075000.0,10007858.0,4642661.0,1.2670000000000001,10847649238468.0,72469473526186.0,75634851060754.0,56230954737084.0,0.0542,59.976000000000006,5442.0,2815.0,5455.0,5434.0,5537.0,50.468999999999994,0.51,6402.0,40.592,392.975,1835.0,108.42,1
9785780.0,9824302.0,1.114,10004869.0,9074217.0,10075646.0,10024967.0,4668870.0,1.27,11255416901385.0,72916365410061.0,76353805049877.0,56832763651820.0,0.0553,59.973,5770.0,1792.0,5522.0,5591.0,5594.0,50.81100000000001,0.511,6402.0,44.793,384.918,1816.0,110.54,0
9824515.0,9903016.0,1.071,10038468.0,9138867.0,10075970.0,10037798.0,4690065.0,1.272,11876775703063.0,73638432597836.0,77297832716414.0,57507841247195.0,0.0563,46.253,5926.0,1765.0,5713.0,5793.0,5665.0,50.975,0.511,6404.0,48.713,383.653,1798.0,112.50299999999999,0
9888064.0,9997790.0,1.031,10091550.0,9213852.0,10188550.0,10103632.0,4714220.0,1.274,12607694765462.0,74564910348436.0,78449070112982.0,58254539510875.0,0.11199999999999999,52.908,5199.0,1799.0,5632.0,5537.0,5544.0,50.19,0.511,6390.0,47.18899999999999,371.36699999999996,1777.0,111.738,0
10061290.0,10155859.0,1.016,10250145.0,9341168.0,10687904.0,10374538.0,4767904.0,1.273,14745369923495.0,75652637086392.0,79802603217398.0,59074102894524.0,0.0561,66.581,5179.0,1823.0,5435.0,5310.0,5456.0,50.168,0.51,6375.0,48.428000000000004,365.605,1756.0,112.241,0
10211419.0,10251062.0,1.015,10387665.0,9460271.0,10937581.0,10577718.0,4814574.0,1.275,15404465872104.0,76627635020945.0,80785440127951.0,59773278857281.0,0.0543,56.878,4670.0,1891.0,5016.0,4928.0,5251.0,49.622,0.509,6349.0,40.494,347.952,1730.0,108.635,0
10341531.0,10330417.0,1.0190000000000001,10512491.0,9571689.0,11062419.0,10730103.0,4854432.0,1.281,14852116649998.0,77285627699321.0,81114893781867.0,60255935731992.0,0.0523,61.821999999999996,4587.0,1963.0,4812.0,4714.0,5057.0,49.533,0.507,6320.0,33.324,315.574,1701.0,104.575,0
10454294.0,10409771.0,1.023,10626737.0,9675919.0,11124838.0,10844391.0,4887645.0,1.29,13247475697830.0,77721303735487.0,81362591173730.0,60714595106524.0,0.0535,67.321,4982.0,1960.0,4747.0,4799.0,4989.0,49.965,0.504,6300.0,40.648,305.86400000000003,1674.0,107.0,0
10552023.0,10489126.0,1.025,10730402.0,9773425.0,11156048.0,10930108.0,4914349.0,1.2930000000000001,11100119803771.0,78339004572690.0,81908548548893.0,61274354401996.0,0.0552,68.267,5231.0,1946.0,4934.0,5041.0,5000.0,50.236000000000004,0.502,6286.0,49.893,316.26599999999996,1647.0,110.492,0
10636721.0,10568480.0,1.021,10823486.0,9864640.0,11171653.0,10994395.0,4934647.0,1.294,9775393105161.0,78653395735262.0,82117832509431.0,61720696194503.0,0.0564,80.035,5206.0,1924.0,5140.0,5177.0,5023.0,50.208,0.499,6270.0,55.299,325.003,1620.0,112.815,0
10710125.0,10647835.0,1.012,10905989.0,9949970.0,11179455.0,11042611.0,4960435.0,1.295,8359512720221.0,79666576438380.0,82870143650727.0,62349125254521.0,0.0565,57.043,4934.0,1963.0,5124.0,5074.0,5005.0,49.906000000000006,0.495,6248.0,55.516000000000005,325.655,1591.0,112.905,0
10773743.0,10727190.0,0.997,10977912.0,10029795.0,11183356.0,11078773.0,4980809.0,1.297,9208430061390.0,80135504194054.0,82816270041219.0,62711376028949.0,0.0566,75.782,4693.0,1988.0,4945.0,4859.0,4936.0,49.638000000000005,0.491,6221.0,56.324,308.758,1562.0,113.2,0
10828878.0,10806544.0,0.976,11039255.0,10104470.0,11185307.0,11105894.0,4995489.0,1.2990000000000002,9987676000619.0,80190631771403.0,82693634787032.0,63052547055877.0,0.0576,88.835,5631.0,1974.0,5086.0,5202.0,5119.0,50.68,0.48700000000000004,6214.0,62.016999999999996,298.335,1534.0,115.28,0
10876662.0,10885899.0,0.95,11090017.0,10174328.0,11186282.0,11126235.0,5004525.0,1.3,10110566596977.0,80721627316695.0,83226057596253.0,63610583061557.0,0.0583,92.055,5211.0,1987.0,5179.0,5265.0,5162.0,50.21,0.483,6198.0,65.556,298.53,1506.0,116.686,0
10918075.0,10965253.0,0.92,11130198.0,10239678.0,11186770.0,11141490.0,5007947.0,1.301,10285572344926.0,81304512810526.0,83852498268564.0,64200052834655.0,0.0593,90.044,5784.0,1937.0,5542.0,5567.0,5326.0,50.839,0.479,6193.0,70.191,305.72900000000004,1477.0,118.696,0
10953966.0,11044608.0,0.8859999999999999,11159798.0,10300812.0,11187014.0,11152932.0,5005767.0,1.3,11183758827335.0,82006641785396.0,84754351122658.0,64883199630575.0,0.0623,99.751,5588.0,1839.0,5528.0,5591.0,5413.0,50.618,0.474,6184.0,79.601,329.53,1449.0,124.605,0
11020204.0,11142784.0,0.855,11213951.0,10375002.0,11318884.0,11227388.0,5006734.0,1.3,11932008607218.0,82795443912005.0,85594380221212.0,65545702777441.0,0.0639,75.408,5608.0,1522.0,5660.0,5631.0,5492.0,50.64,0.47,6176.0,82.92299999999999,343.935,1422.0,127.725,0
11171299.0,11275090.0,0.8420000000000001,11348701.0,10489738.0,11736148.0,11458894.0,5027426.0,1.294,13342759011451.0,83475397209583.0,86675954188367.0,66293266241737.0,0.0644,84.322,5311.0,1407.0,5502.0,5456.0,5482.0,50.3,0.465,6160.0,83.926,347.056,1393.0,128.75,0
11302247.0,11344101.0,0.84,11465811.0,10597072.0,11944780.0,11632523.0,5040956.0,1.291,15491796508717.0,84536407166389.0,88050220333035.0,67139052092510.0,0.0642,73.29899999999999,5450.0,1373.0,5456.0,5430.0,5493.0,50.458,0.46,6147.0,81.767,340.462,1361.0,128.355,0
11415736.0,11413112.0,0.841,11573719.0,10697481.0,12049096.0,11762745.0,5047382.0,1.294,15954970605664.0,85376300051810.0,88811710667001.0,67780820339771.0,0.0629,90.398,5226.0,1104.0,5329.0,5315.0,5422.0,50.2,0.455,6128.0,68.14699999999999,321.21,1327.0,125.725,0
11514092.0,11482123.0,0.8420000000000001,11672426.0,10791412.0,12101254.0,11860412.0,5046732.0,1.2919999999999998,16414042938810.0,86096883689806.0,89796099176543.0,68502875320209.0,0.0632,99.887,5342.0,883.0139999999999,5339.0,5322.0,5394.0,50.333,0.45,6112.0,69.72399999999999,303.086,1293.0,126.43,0
11599335.0,11551134.0,0.841,11761931.0,10879283.0,12127333.0,11933662.0,5046336.0,1.284,16784715462854.0,86898904543242.0,90910297008646.0,69269118721686.0,0.0636,91.552,5567.0,807.34,5379.0,5435.0,5418.0,50.592,0.445,6101.0,71.618,282.851,1259.0,127.245,0
11673212.0,11620145.0,0.836,11842235.0,10961485.0,12140372.0,11988599.0,5057770.0,1.28,18812635858434.0,88071091216535.0,92413418700516.0,70168638986423.0,0.0632,104.96600000000001,5071.0,732.462,5327.0,5282.0,5325.0,50.01,0.44,6078.0,66.71,281.737,1223.0,126.42399999999999,0
11737239.0,11689156.0,0.8270000000000001,11913337.0,11038383.0,12146892.0,12029802.0,5063269.0,1.276,20725730206659.0,89588489049542.0,94223258334188.0,71178638251303.0,0.0647,72.57,5865.0,755.993,5501.0,5550.0,5449.0,50.924,0.435,6073.0,68.212,290.993,1184.0,126.90899999999999,0
11792728.0,11758167.0,0.813,11975238.0,11110320.0,12150152.0,12060705.0,5062853.0,1.274,25806566022388.0,91475394666547.0,96652458738952.0,72410780164975.0,0.0621,78.22,4901.0,765.7360000000001,5279.0,5251.0,5323.0,49.806000000000004,0.429,6046.0,52.434,272.185,1143.0,124.135,0
11840819.0,11827178.0,0.795,12027937.0,11177617.0,12151782.0,12083881.0,5056521.0,1.27,26348500973855.0,93133023290327.0,98775213904578.0,73552919056596.0,0.0602,87.36200000000001,5209.0,759.081,5325.0,5216.0,5289.0,50.159,0.424,6025.0,38.275,228.541,1102.0,120.333,0
11882498.0,11896189.0,0.773,12071435.0,11240571.0,12152597.0,12101264.0,5044251.0,1.237,25272232957635.0,94795549090537.0,100849474263000.0,74689867183834.0,0.0598,97.318,5139.0,680.429,5083.0,5123.0,5246.0,50.078,0.418,6003.0,36.325,206.963,1063.0,119.685,0
12093733.0,12059010.0,0.7759999999999999,12280844.0,11384196.0,12809677.0,12442637.0,5074925.0,1.235,28712838343149.0,96528718721300.0,103703503500420.0,76104002020904.0,0.06,82.056,4025.0,817.6410000000001,4791.0,4594.0,4927.0,48.809,0.413,5956.0,38.635999999999996,200.31799999999998,1024.0,120.096,0
12561986.0,12374608.0,0.8390000000000001,12753727.0,11656547.0,14207655.0,13233386.0,5205155.0,1.232,31397510413360.0,98468935374605.0,106662287780360.0,77560834395399.0,0.0597,78.77199999999999,3829.0,955.8480000000001,4331.0,4113.0,4607.0,48.589,0.406,5905.0,36.008,189.145,985.028,119.38799999999999,0
12967806.0,12690207.0,0.934,13184530.0,11911327.0,14906644.0,13826448.0,5320497.0,1.229,30385477559398.0,99792994532385.0,108386939319560.0,78607871754447.0,0.0575,98.73299999999999,3733.0,1088.0,3862.0,3814.0,4324.0,48.482,0.4,5852.0,24.156999999999996,166.48,945.645,115.014,0
13319516.0,12986984.0,1.041,13573254.0,12149669.0,15256138.0,14271244.0,5421900.0,1.225,29381655111502.0,101420829042610.0,110454016139120.0,79777647874912.0,0.0553,77.985,3834.0,1179.0,3799.0,3800.0,4115.0,48.603,0.39299999999999996,5801.0,17.394000000000002,148.964,905.92,110.585,0
13624332.0,13233571.0,1.146,13922407.0,12372634.0,15430885.0,14604841.0,5510136.0,1.222,28927412060096.0,103155129270820.0,112661850859200.0,81005441706317.0,0.053,71.689,3133.0,1345.0,3567.0,3467.0,3803.0,47.81100000000001,0.385,5736.0,12.953,134.785,865.7869999999999,105.935,0
13888505.0,13480158.0,1.24,14238682.0,12581215.0,15518259.0,14855039.0,5585826.0,1.209,28629645801318.0,104765600568800.0,114772031756610.0,82211100859601.0,0.052000000000000005,80.152,3358.0,1423.0,3442.0,3362.0,3610.0,48.086000000000006,0.37799999999999995,5676.0,11.562999999999999,135.92,823.4069999999999,104.06,0
14117455.0,13726745.0,1.318,14522078.0,12776339.0,15561946.0,15042687.0,5649477.0,1.206,24970541368365.0,106093950886430.0,116486065382726.0,83290705714853.0,0.0533,81.931,3690.0,1485.0,3393.0,3486.0,3566.0,48.489,0.37,5623.0,24.186999999999998,149.042,778.185,106.555,0
14315879.0,13973333.0,1.3769999999999998,14772597.0,12958874.0,15583789.0,15183424.0,5712936.0,1.203,24284811747555.0,107919946814360.0,119339652506500.0,84763977046502.0,0.054000000000000006,87.854,3678.0,1540.0,3575.0,3629.0,3572.0,48.476000000000006,0.361,5571.0,31.065,149.52100000000002,732.69,108.05,0
14487846.0,14219920.0,1.416,14990237.0,13129632.0,15594711.0,15288976.0,5772221.0,1.196,23589258884094.0,110055219348940.0,122373513049910.0,86306412391354.0,0.0535,106.838,3238.0,1640.0,3535.0,3460.0,3479.0,47.97,0.353,5509.0,28.811,145.309,686.6039999999999,106.945,0
14636884.0,14466507.0,1.436,15174998.0,13289374.0,15600172.0,15368140.0,5821094.0,1.197,20284665434845.0,111903280460200.0,124123240833480.0,87424425305705.0,0.0514,96.777,3401.0,1712.0,3439.0,3393.0,3449.0,48.173,0.344,5452.0,21.938000000000002,132.922,640.7180000000001,102.855,0
14766051.0,14713094.0,1.439,15326882.0,13438810.0,15602902.0,15427513.0,5859814.0,1.198,17716193549756.0,113788146602960.0,125785669291280.0,88528743904613.0,0.0501,91.15100000000001,3173.0,1797.0,3271.0,3260.0,3373.0,47.91,0.336,5389.0,18.635,128.201,594.117,100.25,0
14923740.0,14984188.0,1.433,15491632.0,13600740.0,15775812.0,15557816.0,5903692.0,1.197,17965333817062.0,115813134541790.0,127924065072740.0,89812360109250.0,0.0502,56.681999999999995,3180.0,1861.0,3252.0,3215.0,3323.0,47.918,0.326,5327.0,19.207,116.939,550.082,100.355,0
15512476.0,15497463.0,1.482,16072308.0,13970967.0,17557535.0,16503176.0,6126009.0,1.195,19640661642552.0,118377708390090.0,130679354548110.0,91322420797178.0,0.0504,65.66,2330.0,2016.0,2894.0,2754.0,3058.0,46.938,0.317,5247.0,22.188000000000002,96.26799999999999,512.27,100.846,0
16022714.0,16010737.0,1.557,16584548.0,14317308.0,18448397.0,17212197.0,6324158.0,1.199,18097525028197.0,120171119010640.0,132339924138542.0,92482731044313.0,0.0518,82.565,2545.0,2128.0,2685.0,2579.0,2884.0,47.214,0.307,5172.0,37.615,79.49600000000001,481.32,103.663,0
16464920.0,16430202.0,1.6380000000000001,17028351.0,14641305.0,18893828.0,17743962.0,6500350.0,1.2009999999999998,20611808193722.0,121599176057530.0,132436835615120.0,93124280843288.0,0.0526,75.327,2969.0,2188.0,2615.0,2721.0,2857.0,47.757,0.297,5108.0,44.217,64.253,456.66900000000004,105.104,0
16848165.0,16696889.0,1.713,17416225.0,14944399.0,19116543.0,18142786.0,6656328.0,1.208,20648074154255.0,123764767678490.0,133830592410310.0,94224898987017.0,0.0529,64.72399999999999,2897.0,2198.0,2804.0,2862.0,2837.0,47.672,0.287,5043.0,47.466,60.978,433.334,105.82600000000001,0
17180311.0,16963577.0,1.7730000000000001,17768541.0,15227938.0,19227901.0,18441904.0,6793486.0,1.208,19872111563843.0,125875214250710.0,135636515945960.0,95489331591280.0,0.053,97.501,2966.0,2218.0,2944.0,2943.0,2846.0,47.761,0.27699999999999997,4980.0,48.653999999999996,66.738,407.301,106.072,0
17468170.0,17230264.0,1.814,18085298.0,15493185.0,19283579.0,18666243.0,6939695.0,1.213,23596991409930.0,128495863282550.0,138422045909950.0,97106069989111.0,0.0518,73.044,2732.0,2198.0,2865.0,2838.0,2813.0,47.485,0.267,4913.0,38.687,60.06100000000001,382.51800000000003,103.671,0
17717649.0,17496952.0,1.835,18366497.0,15741319.0,19311419.0,18834497.0,7103954.0,1.208,26103782478415.0,130931210007020.0,140992869813230.0,98671730731841.0,0.0508,65.53699999999999,2511.0,2198.0,2736.0,2661.0,2740.0,47.223,0.256,4842.0,32.285,47.052,362.366,101.679,0
17933863.0,17763639.0,1.837,18612138.0,15973444.0,19325339.0,18960687.0,7253625.0,1.206,25430055200006.0,132659221260590.0,142021013065680.0,99730976878835.0,0.0492,80.036,2541.0,2174.0,2595.0,2563.0,2698.0,47.262,0.24600000000000002,4772.0,24.64,37.34,345.395,98.478,0
18121249.0,18030327.0,1.82,18822221.0,16190593.0,19332298.0,19055330.0,7389595.0,1.196,23842976783016.0,134304086413470.0,143069179112680.0,100811742112030.0,0.0486,77.311,2585.0,2157.0,2546.0,2558.0,2660.0,47.321999999999996,0.235,4704.0,22.274,22.729,335.14099999999996,97.24700000000001,0
