difficulty14ema,difficulty14roc,difficulty14trx,difficulty14var,difficulty14wma,difficulty30mom,difficulty30var,difficulty3ema,difficulty7ema,difficulty7trx,difficulty90roc,difficulty90var,fee_to_reward30emaUSD,fee_to_reward30smaUSD,fee_to_reward90emaUSD,fee_to_reward90wmaUSD,hashrate30trx,hashrate7var,median_transaction_feeUSD,mining_profitability,mining_profitability90trx,price14smaUSD,price30wmaUSD,price3trxUSD,price7rsiUSD,price7smaUSD,price90smaUSD,priceUSD,top100cap,top100cap14rsi,top100cap30rsi,top100cap90rsi,category
7133024.0,14.594000000000001,1.851,221687326257.0,7361530.0,3305124.0,1296262457682.0,7660142.0,7503324.0,1.656,136.125,2180085742573.0,1.287,1.2009999999999998,1.2,1.271,1.527,2.7342486729004998e+25,0.0575,7092.0,0.254,126.17399999999999,111.73100000000001,0.335,42.81399999999999,151.045,46.648999999999994,115.0,20.19,70.922,65.535,52.423,1
7205021.0,14.594000000000001,1.814,223475700141.0,7433036.0,3305124.0,1252343164010.0,7666571.0,7545743.0,1.528,136.125,2284220826087.0,1.287,1.199,1.202,1.272,1.5330000000000001,6.7079599495723e+24,0.0462,6360.0,0.273,126.59200000000001,111.881,-5.735,35.9,145.871,47.521,92.446,20.136,67.63600000000001,63.745,51.908,1
7267418.0,14.594000000000001,1.767,215520519761.0,7495236.0,3007612.0,1221108094430.0,7669785.0,7577557.0,1.3840000000000001,136.125,2383524573089.0,1.266,1.192,1.196,1.266,1.5330000000000001,5.9673787541481e+24,0.0492,6595.0,0.29100000000000004,127.37700000000001,112.311,-7.92,38.954,140.774,48.46,98.435,20.137999999999998,67.699,63.785,51.927,1
7321496.0,14.594000000000001,1.71,197821785115.0,7548129.0,2825353.0,1190619441762.0,7671393.0,7601418.0,1.2329999999999999,136.125,2477996983579.0,1.274,1.189,1.2,1.2690000000000001,1.5290000000000001,6.7609586947866e+24,0.0459,5779.0,0.307,127.57700000000001,112.197,-8.509,36.71,133.59799999999998,49.325,91.84899999999999,20.149,68.044,63.997,52.023999999999994,1
7368363.0,14.594000000000001,1.646,170379496204.0,7591716.0,2825353.0,1142391637396.0,7672196.0,7619313.0,1.085,136.125,2567638057558.0,1.307,1.224,1.213,1.28,1.52,7.5022148238298e+24,0.0436,5865.0,0.32299999999999995,127.03299999999999,111.67399999999999,-8.286,35.016,122.676,50.138000000000005,87.10799999999999,20.385,74.435,68.17699999999999,54.059,1
7408981.0,14.594000000000001,1.5759999999999998,133193653029.0,7625997.0,2825353.0,1076424681331.0,7672598.0,7632735.0,0.943,136.125,2652447795025.0,1.297,1.2429999999999999,1.212,1.278,1.511,9.0846436386106e+24,0.0375,4937.0,0.33799999999999997,124.697,110.28,-8.562999999999999,30.796999999999997,105.48299999999999,50.81399999999999,75.043,20.518,77.199,70.193,55.141999999999996,1
7492887.0,20.049,1.516,101245830091.0,7699674.0,3190629.0,1019450344506.0,7855437.0,7734120.0,0.89,147.366,2758250272700.0,1.335,1.2790000000000001,1.227,1.2919999999999998,1.501,6.0195925673868e+24,0.0389,5006.0,0.35100000000000003,121.678,108.993,-7.6979999999999995,32.900999999999996,91.088,51.513000000000005,77.734,20.389,69.361,65.99600000000001,53.895,1
7690408.0,34.028,1.496,157265062272.0,7885369.0,4126649.0,1040964977283.0,8414867.0,8044164.0,1.0659999999999998,176.17,2936841391024.0,1.3230000000000002,1.2770000000000001,1.225,1.2890000000000001,1.494,1.3223481917241e+25,0.0473,4878.0,0.363,119.615,108.73100000000001,-4.013999999999999,45.151,88.185,52.395,94.679,20.427,70.319,66.60600000000001,54.205,1
7861593.0,28.112,1.4969999999999999,206500680326.0,8049365.0,4126649.0,1024636874867.0,8694581.0,8276697.0,1.285,176.17,3107340479299.0,1.34,1.307,1.2329999999999999,1.297,1.479,1.6851592233192998e+25,0.0534,6198.0,0.375,118.046,109.15100000000001,0.5670000000000001,52.351000000000006,90.221,53.41,106.7,20.424,70.119,66.502,54.173,0
8009954.0,16.959,1.505,279407205932.0,8194605.0,4126649.0,970466037257.0,8834439.0,8451097.0,1.463,176.17,3269747537528.0,1.33,1.3159999999999998,1.232,1.295,1.462,1.6218639775582e+25,0.0572,6887.0,0.386,116.64299999999999,109.969,3.943,56.648,92.51299999999999,54.512,114.48,20.546,73.234,68.447,55.163000000000004,0
8138533.0,16.959,1.514,335034430251.0,8327453.0,4126649.0,878452464453.0,8904367.0,8581897.0,1.565,176.17,3424062565708.0,1.2930000000000001,1.301,1.2209999999999999,1.284,1.45,2.8489425052071003e+25,0.0571,6616.0,0.397,114.65899999999999,110.665,4.7589999999999995,56.506,95.72,55.606,114.295,20.52,71.515,67.578,54.906000000000006,0
8249968.0,16.959,1.517,373382353283.0,8447907.0,4126649.0,748596156457.0,8939332.0,8679996.0,1.5919999999999999,176.17,3570285563842.0,1.287,1.3090000000000002,1.2209999999999999,1.2819999999999998,1.439,2.6085672906096e+25,0.0568,6062.0,0.40700000000000003,111.086,111.208,4.0680000000000005,55.839,99.495,56.683,113.535,20.518,71.375,67.509,54.886,0
8346545.0,16.959,1.5119999999999998,394450975028.0,8555968.0,3393244.0,696420402236.0,8956814.0,8753571.0,1.556,181.577,3705865399816.0,1.297,1.329,1.226,1.286,1.4280000000000002,2.7965561498342e+25,0.0604,7056.0,0.41600000000000004,105.756,112.11200000000001,3.8939999999999997,60.968999999999994,106.029,57.836000000000006,120.78,20.52,71.43,67.54,54.901,0
8430245.0,16.959,1.4969999999999999,398240295486.0,8651635.0,2278470.0,731693143115.0,8965555.0,8808753.0,1.473,202.28900000000002,3823245990120.0,1.3119999999999998,1.339,1.232,1.2919999999999998,1.4180000000000001,2.9772951793176e+25,0.0674,7469.0,0.426,102.634,113.79899999999999,4.945,69.079,114.181,59.145,134.8,20.311,57.93600000000001,60.742,52.873999999999995,0
8502785.0,16.959,1.473,384750314657.0,8734910.0,2278470.0,755429385504.0,8969925.0,8850138.0,1.36,202.28900000000002,3931721326432.0,1.317,1.3459999999999999,1.236,1.294,1.406,2.9464074250844e+25,0.0699,8539.0,0.435,104.402,115.664,5.382000000000001,71.513,120.618,60.511,139.74,20.382,60.67,62.091,53.468,0
8565653.0,16.959,1.44,353981032540.0,8805791.0,2278470.0,767629129401.0,8972111.0,8881178.0,1.23,202.28900000000002,4031291408750.0,1.2930000000000001,1.317,1.229,1.287,1.3980000000000001,1.7569086023582e+25,0.0665,7248.0,0.444,107.294,116.944,4.02,63.494,124.368,61.797,132.945,20.42,62.067,62.787,53.777,0
8620139.0,16.959,1.399,305932449136.0,8864278.0,2278470.0,768292374807.0,8973203.0,8904457.0,1.095,202.28900000000002,4121956237076.0,1.2770000000000001,1.308,1.226,1.2819999999999998,1.3880000000000001,6.3296768419793e+24,0.0632,6431.0,0.45299999999999996,109.286,117.681,1.9869999999999999,56.308,126.05799999999999,63.00899999999999,126.316,20.167,49.368,55.678000000000004,51.448,0
8667360.0,16.959,1.351,240604564445.0,8910373.0,2278470.0,757419121722.0,8973750.0,8921917.0,0.961,202.28900000000002,4203715811408.0,1.2429999999999999,1.287,1.215,1.271,1.374,6.3246638542971e+24,0.062,7773.0,0.461,111.586,118.185,0.45799999999999996,53.872,127.45100000000001,64.19,124.045,20.183,50.103,56.022,51.59,0
8708285.0,16.959,1.298,157997378467.0,8944074.0,2278470.0,735009370146.0,8974023.0,8935012.0,0.835,202.28900000000002,4276570131748.0,1.23,1.273,1.2109999999999999,1.266,1.3630000000000002,9.725838388249901e+24,0.0653,7263.0,0.469,114.689,119.02799999999999,0.34,59.708,129.884,65.435,130.56,20.057000000000002,44.847,52.838,50.473,0
8861102.0,28.43,1.2690000000000001,117894175148.0,9082731.0,3158588.0,777526055636.0,9414219.0,9164862.0,0.877,231.935,4416478161259.0,1.229,1.2770000000000001,1.2109999999999999,1.265,1.3530000000000002,1.2037832294841e+25,0.0672,6393.0,0.47600000000000003,118.934,120.03,0.79,62.982,131.839,66.718,134.465,20.088,46.342,53.512,50.739,0
9023127.0,25.354,1.2590000000000001,122027010373.0,9230196.0,3380467.0,823469969518.0,9745256.0,9392720.0,1.0070000000000001,239.40900000000002,4566138193669.0,1.219,1.284,1.208,1.261,1.341,1.1865977154553e+25,0.0623,6340.0,0.483,122.286,120.302,0.03,50.872,130.39,67.884,124.662,20.156,49.542,54.958999999999996,51.31399999999999,0
9163550.0,12.279000000000002,1.258,180285137158.0,9358252.0,3380467.0,844019317980.0,9910774.0,9563613.0,1.133,239.40900000000002,4703324940710.0,1.24,1.291,1.216,1.2670000000000001,1.325,1.2820345125312e+25,0.0555,5352.0,0.488,123.455,119.632,-1.819,38.789,126.292,68.893,111.04899999999999,20.215,52.22,56.19,51.809,0
9285249.0,12.279000000000002,1.258,226151456819.0,9475812.0,3380467.0,839174101020.0,9993534.0,9691783.0,1.217,239.40900000000002,4828038402382.0,1.245,1.2819999999999998,1.218,1.268,1.305,1.2353931667165e+25,0.0513,5046.0,0.493,123.169,118.415,-3.528,33.150999999999996,121.97,69.812,102.694,20.229,52.854,56.479,51.926,1
9390721.0,12.279000000000002,1.256,259625969355.0,9582877.0,3380467.0,808934318641.0,10034913.0,9787911.0,1.247,239.40900000000002,4940278578686.0,1.238,1.255,1.216,1.265,1.284,1.2149100277644e+25,0.0525,5658.0,0.498,122.495,117.387,-3.8,36.189,118.931,70.757,105.04,20.203,51.477,55.765,51.68899999999999,1
9482131.0,12.279000000000002,1.249,280708674765.0,9679447.0,3071234.0,791101920091.0,10055603.0,9860006.0,1.23,239.40900000000002,5040045469621.0,1.215,1.236,1.209,1.2570000000000001,1.263,1.0480019989235e+25,0.0567,6262.0,0.501,122.435,116.94200000000001,-2.4290000000000003,46.396,117.419,71.794,113.464,20.175,49.971000000000004,54.993,51.435,0
9561352.0,12.279000000000002,1.235,289399573051.0,9765522.0,2403293.0,816037630802.0,10065948.0,9914078.0,1.1740000000000002,223.405,5137023472602.0,1.218,1.247,1.21,1.2570000000000001,1.247,2.7678909662063003e+25,0.0565,5457.0,0.504,122.397,116.501,-1.234,45.928999999999995,114.911,72.82600000000001,113.005,20.096,45.915,52.871,50.727,1
9630011.0,12.279000000000002,1.214,285698664212.0,9841102.0,2403293.0,828138192474.0,10071120.0,9954632.0,1.093,207.62900000000002,5232294401290.0,1.2109999999999999,1.24,1.208,1.254,1.235,3.5065426854918003e+25,0.0552,5568.0,0.507,121.654,115.935,-0.787,43.034,111.47,73.825,110.375,20.097,45.983000000000004,52.898,50.736999999999995,1
9689515.0,12.279000000000002,1.186,269605948247.0,9906186.0,2403293.0,827403605107.0,10073707.0,9985047.0,0.996,207.62900000000002,5316145264416.0,1.213,1.2429999999999999,1.209,1.253,1.224,4.3175485782959e+25,0.0548,5355.0,0.509,119.854,115.387,-0.649,42.114,109.31700000000001,74.807,109.595,20.125999999999998,47.793,53.604,50.99100000000001,1
9741086.0,12.279000000000002,1.153,241121425158.0,9960775.0,2403293.0,813833868703.0,10075000.0,10007858.0,0.892,207.62900000000002,5388576061981.0,1.237,1.258,1.217,1.26,1.214,3.4779593044272997e+25,0.0542,5442.0,0.51,117.617,114.87899999999999,-0.6709999999999999,40.592,108.94200000000001,75.767,108.42,20.137,48.474,53.86600000000001,51.085,1
9785780.0,12.279000000000002,1.114,200245094944.0,10004869.0,2403293.0,787428983260.0,10075646.0,10024967.0,0.7879999999999999,207.62900000000002,5449586793985.0,1.253,1.263,1.2229999999999999,1.265,1.204,2.0468334815892e+25,0.0553,5770.0,0.511,116.016,114.695,-0.382,44.793,110.06200000000001,76.742,110.54,20.063,44.165,51.765,50.409,1
9824515.0,12.279000000000002,1.071,146976957604.0,10038468.0,2403293.0,748188948779.0,10075970.0,10037798.0,0.687,207.62900000000002,5499177460428.0,1.258,1.256,1.225,1.2670000000000001,1.196,1.4084036522573e+25,0.0563,5926.0,0.511,115.03,114.78399999999999,0.073,48.713,111.12799999999999,77.734,112.50299999999999,20.028,42.257,50.798,50.092,1
9888064.0,14.785,1.031,87707284768.0,10091550.0,2628131.0,710282151899.0,10188550.0,10103632.0,0.63,214.49400000000003,5555966504632.0,1.263,1.2570000000000001,1.228,1.268,1.1909999999999998,7.4000283455696e+24,0.11199999999999999,5199.0,0.511,114.15,114.82799999999999,0.226,47.18899999999999,110.882,78.712,111.738,20.009,41.2,50.262,49.918,1
10061290.0,24.659000000000002,1.016,88956718419.0,10250145.0,3514258.0,739412512756.0,10687904.0,10374538.0,0.73,241.547,5683226128875.0,1.268,1.2690000000000001,1.23,1.2690000000000001,1.189,1.8664648398663e+25,0.0561,5179.0,0.51,112.84200000000001,114.86399999999999,0.292,48.428000000000004,110.773,79.691,112.241,20.000999999999998,40.749,50.038000000000004,49.846000000000004,1
10211419.0,13.525,1.015,149386962071.0,10387665.0,3514258.0,741098415689.0,10937581.0,10577718.0,0.866,241.547,5795029835465.0,1.281,1.272,1.235,1.273,1.188,1.8266203874859002e+25,0.0543,4670.0,0.509,110.99700000000001,114.63799999999999,-0.128,40.494,110.524,80.62899999999999,108.635,20.022000000000002,42.489,50.623000000000005,50.033,1
10341531.0,11.026,1.0190000000000001,203512504823.0,10512491.0,3514258.0,715339860697.0,11062419.0,10730103.0,0.98,241.547,5891377624403.0,1.307,1.2690000000000001,1.245,1.2830000000000001,1.182,2.2918269692681e+25,0.0523,4587.0,0.507,109.56200000000001,114.113,-0.84,33.324,109.807,81.51100000000001,104.575,20.046,44.611999999999995,51.336999999999996,50.261,1
10454294.0,11.026,1.023,245043738458.0,10626737.0,3514258.0,662136847781.0,11124838.0,10844391.0,1.0490000000000002,241.547,5972269495688.0,1.355,1.2990000000000002,1.263,1.3,1.172,2.5856697606904e+25,0.0535,4982.0,0.504,109.273,113.70700000000001,-0.862,40.648,109.604,82.40700000000001,107.0,20.142,52.06100000000001,54.026,51.141999999999996,1
10552023.0,11.026,1.025,273980662976.0,10730402.0,3148981.0,629491612015.0,11156048.0,10930108.0,1.069,241.547,6037705449320.0,1.3559999999999999,1.2819999999999998,1.265,1.301,1.161,2.3870569944149e+25,0.0552,5231.0,0.502,109.83,113.458,-0.27899999999999997,49.893,109.59700000000001,83.34,110.492,20.111,49.721000000000004,53.041000000000004,50.846000000000004,1
10636721.0,11.026,1.021,290323278377.0,10823486.0,2212961.0,662411699989.0,11171653.0,10994395.0,1.048,241.547,6087685485299.0,1.3359999999999999,1.2790000000000001,1.26,1.296,1.146,2.8633915654154e+25,0.0564,5206.0,0.499,110.385,113.289,0.39399999999999996,55.299,109.64200000000001,84.29799999999999,112.815,20.113,49.893,53.103,50.86600000000001,1
10710125.0,11.026,1.012,294071584662.0,10905989.0,2212961.0,684449124933.0,11179455.0,11042611.0,0.997,207.39700000000002,6151478207977.0,1.327,1.265,1.2590000000000001,1.294,1.133,2.7282701279521e+25,0.0565,4934.0,0.495,110.345,113.086,0.6990000000000001,55.516000000000005,109.809,85.258,112.905,20.098,48.661,52.604,50.72,1
10773743.0,11.026,0.997,285225581830.0,10977912.0,2212961.0,695603886848.0,11183356.0,11078773.0,0.924,206.415,6202114660158.0,1.328,1.27,1.261,1.295,1.114,1.9572728599856997e+25,0.0566,4693.0,0.491,110.359,112.88799999999999,0.748,56.324,109.946,86.208,113.2,20.11,49.711000000000006,52.963,50.832,1
10828878.0,11.026,0.976,263785269881.0,11039255.0,2212961.0,695875985732.0,11185307.0,11105894.0,0.8390000000000001,206.415,6238727655248.0,1.321,1.286,1.26,1.2930000000000001,1.092,1.5651969403778e+25,0.0576,5631.0,0.48700000000000004,110.71,112.82799999999999,0.88,62.016999999999996,110.895,87.167,115.28,20.084,47.461999999999996,52.083999999999996,50.582,1
10876662.0,11.026,0.95,229750648816.0,11090017.0,2212961.0,685265421585.0,11186282.0,11126235.0,0.75,206.415,6261317193246.0,1.317,1.288,1.26,1.2919999999999998,1.071,1.9556935354784e+25,0.0583,5211.0,0.483,111.21600000000001,112.85600000000001,0.9990000000000001,65.556,112.625,88.139,116.686,20.132,51.835,53.57,51.037,1
10918075.0,11.026,0.92,183121718634.0,11130198.0,2212961.0,663772194409.0,11186770.0,11141490.0,0.66,206.415,6269883274153.0,1.315,1.2830000000000001,1.261,1.2919999999999998,1.052,2.3765396722605e+25,0.0593,5784.0,0.479,111.95,113.008,1.149,70.191,114.296,89.132,118.696,20.112000000000002,50.007,52.878,50.843999999999994,1
10953966.0,11.026,0.8859999999999999,123898479335.0,11159798.0,2212961.0,631396304202.0,11187014.0,11152932.0,0.575,206.415,6264425897968.0,1.304,1.27,1.258,1.288,1.036,3.7345201648558003e+25,0.0623,5588.0,0.474,112.955,113.545,1.725,79.601,116.31200000000001,90.195,124.605,20.143,52.836999999999996,53.852,51.138999999999996,0
11020204.0,13.640999999999998,0.855,59068577424.0,11213951.0,2476458.0,604013203318.0,11318884.0,11227388.0,0.5329999999999999,213.632,6266845828596.0,1.2930000000000001,1.261,1.255,1.285,1.023,4.1895213588247e+25,0.0639,5608.0,0.47,114.042,114.305,2.161,82.92299999999999,118.44200000000001,91.294,127.725,19.901,35.732,46.11,48.812,0
11171299.0,17.980999999999998,0.8420000000000001,63920110792.0,11348701.0,3179116.0,623344087319.0,11736148.0,11458894.0,0.608,232.878,6318752595334.0,1.2590000000000001,1.256,1.244,1.273,1.013,5.8262234506005e+25,0.0644,5311.0,0.465,115.257,115.15700000000001,2.173,83.926,120.706,92.405,128.75,19.908,36.321,46.321999999999996,48.873999999999995,0
11302247.0,8.636000000000001,0.84,113710098569.0,11465811.0,3179116.0,620215467762.0,11944780.0,11632523.0,0.7090000000000001,232.878,6352809780071.0,1.249,1.2570000000000001,1.2409999999999999,1.2690000000000001,1.008,6.2333699512e+25,0.0642,5450.0,0.46,116.40799999999999,115.992,1.8,81.767,122.87100000000001,93.507,128.355,19.976,42.355,48.541000000000004,49.534,0
11415736.0,8.636000000000001,0.841,153975045207.0,11573719.0,3179116.0,594627344646.0,12049096.0,11762745.0,0.792,232.878,6369017382807.0,1.2570000000000001,1.278,1.244,1.271,1.003,2.5533682123638e+25,0.0629,5226.0,0.455,117.62899999999999,116.654,1.073,68.14699999999999,124.363,94.572,125.725,19.977,42.451,48.577,49.545,0
11514092.0,8.636000000000001,0.8420000000000001,184714950705.0,11672426.0,3179116.0,546579717972.0,12101254.0,11860412.0,0.841,232.878,6367375403541.0,1.255,1.285,1.244,1.2690000000000001,1.0,1.8475197622672e+25,0.0632,5342.0,0.45,119.19,117.35799999999999,0.609,69.72399999999999,125.755,95.62899999999999,126.43,19.927,39.308,47.06100000000001,49.073,0
11599335.0,8.636000000000001,0.841,205929815062.0,11761931.0,2298997.0,565286579534.0,12127333.0,11933662.0,0.853,216.135,6366377419091.0,1.242,1.2790000000000001,1.24,1.264,0.998,1.3076454508739e+25,0.0636,5567.0,0.445,120.63600000000001,118.12200000000001,0.41600000000000004,71.618,126.976,96.67299999999999,127.245,19.945999999999998,41.103,47.706,49.26,0
11673212.0,8.636000000000001,0.836,217619638280.0,11842235.0,2077119.0,587450612851.0,12140372.0,11988599.0,0.8340000000000001,178.245,6395258410585.0,1.228,1.2770000000000001,1.235,1.258,1.0,2.3265090146545e+25,0.0632,5071.0,0.44,121.774,118.85,0.21899999999999997,66.71,127.236,97.71,126.42399999999999,19.878,36.856,45.625,48.607,0
11737239.0,8.636000000000001,0.8270000000000001,219784420357.0,11913337.0,2077119.0,600027040348.0,12146892.0,12029802.0,0.7909999999999999,178.245,6409172842506.0,1.199,1.252,1.225,1.247,1.0070000000000001,3.9261983366746e+25,0.0647,5865.0,0.435,122.781,119.605,0.14,68.212,127.119,98.759,126.90899999999999,19.881,37.17,45.735,48.638000000000005,0
11792728.0,8.636000000000001,0.813,212424161294.0,11975238.0,2077119.0,603015862026.0,12150152.0,12060705.0,0.733,178.245,6408120714852.0,1.1840000000000002,1.24,1.219,1.24,1.022,9.4584506834277e+25,0.0621,4901.0,0.429,123.583,120.147,-0.175,52.434,126.46,99.76799999999999,124.135,19.884,37.486,45.841,48.668,0
11840819.0,8.636000000000001,0.795,195538861091.0,12027937.0,2077119.0,596417077884.0,12151782.0,12083881.0,0.665,178.245,6392102027625.0,1.179,1.239,1.217,1.237,1.04,1.2143554389736e+26,0.0602,5209.0,0.424,124.09200000000001,120.397,-0.718,38.275,125.314,100.698,120.333,19.797,32.299,43.227,47.845,0
11882498.0,8.636000000000001,0.773,169128519748.0,12071435.0,2077119.0,580230687922.0,12152597.0,12101264.0,0.594,178.245,6361116780823.0,1.168,1.2429999999999999,1.212,1.2309999999999999,1.062,1.0126808522523e+26,0.0598,5139.0,0.418,124.40700000000001,120.573,-0.9990000000000001,36.325,124.45100000000001,101.595,119.685,19.784000000000002,31.573,42.836999999999996,47.718999999999994,0
12093733.0,20.375999999999998,0.7759999999999999,282910549394.0,12280844.0,3390464.0,681640680171.0,12809677.0,12442637.0,0.698,208.31400000000002,6438715473404.0,1.176,1.244,1.214,1.232,1.091,1.2071955952834e+26,0.06,4025.0,0.413,124.65100000000001,120.762,-0.9470000000000001,38.635999999999996,123.546,102.485,120.096,19.869,40.778,46.068999999999996,48.597,0
12561986.0,39.495,0.8390000000000001,1027492465585.0,12753727.0,5529340.0,1186443610557.0,14207655.0,13233386.0,1.127,257.282,6773409257296.0,1.159,1.238,1.207,1.225,1.125,1.1277691773942e+26,0.0597,3829.0,0.406,124.7,120.89,-0.8340000000000001,36.008,122.42399999999999,103.352,119.38799999999999,19.817,37.461,44.479,48.098,0
12967806.0,39.495,0.934,1572869896225.0,13184530.0,5529340.0,1623305210720.0,14906644.0,13826448.0,1.5959999999999999,257.282,7076921022618.0,1.146,1.228,1.202,1.219,1.156,7.0977859130431e+25,0.0575,3733.0,0.4,124.015,120.71600000000001,-1.115,24.156999999999996,120.794,104.15100000000001,115.014,19.816,37.398,44.449,48.088,0
13319516.0,36.285,1.041,1982183726343.0,13573254.0,5529340.0,1992225480660.0,15256138.0,14271244.0,1.9680000000000002,257.282,7349250769370.0,1.138,1.209,1.198,1.214,1.185,4.5549480042626e+25,0.0553,3834.0,0.39299999999999996,122.791,120.24600000000001,-1.635,17.394000000000002,118.462,104.88600000000001,110.585,19.852,41.156000000000006,45.805,48.455,0
13624332.0,28.405,1.146,2361555632462.0,13922407.0,5529340.0,2293204420377.0,15430885.0,14604841.0,2.1959999999999997,257.282,7590398497552.0,1.122,1.19,1.1909999999999998,1.207,1.215,4.5731676498415e+25,0.053,3133.0,0.385,121.161,119.47,-2.231,12.953,115.86200000000001,105.56200000000001,105.935,19.914,47.199,48.125,49.1,0
13888505.0,28.405,1.24,2619317032090.0,14238682.0,5529340.0,2526242029872.0,15518259.0,14855039.0,2.285,257.282,7800364207164.0,1.101,1.172,1.182,1.198,1.242,3.6984534784294003e+25,0.052000000000000005,3358.0,0.37799999999999995,119.426,118.583,-2.497,11.562999999999999,113.537,106.228,104.06,19.909000000000002,46.724,47.928999999999995,49.043,0
14117455.0,28.405,1.318,2755467925227.0,14522078.0,5304502.0,2725705345123.0,15561946.0,15042687.0,2.259,257.282,7979147898205.0,1.0979999999999999,1.162,1.179,1.194,1.266,2.7081291580088e+25,0.0533,3690.0,0.37,118.057,117.876,-2.028,24.186999999999998,111.662,106.936,106.555,19.881,44.42100000000001,46.986999999999995,48.769,0
14315879.0,28.405,1.3769999999999998,2770008311872.0,14772597.0,4418375.0,2974623360578.0,15583789.0,15183424.0,2.1519999999999997,234.498,8159408765588.0,1.081,1.146,1.172,1.186,1.2930000000000001,5.7412117837912e+25,0.054000000000000006,3678.0,0.361,116.744,117.27600000000001,-1.274,31.065,109.941,107.656,108.05,19.976,53.037,50.47,49.75,0
