difficulty90sma,fee_to_reward14stdUSD,mining_profitability90mom,mining_profitability90trx,price30varUSD,price90varUSD,priceUSD,top100cap90roc,category
8958681.0,0.335,-1435.0,0.39299999999999996,51.088,905.92,110.585,2.2569999999999997,1
9083545.0,0.31,-1697.0,0.385,54.048,865.7869999999999,105.935,2.427,1
9208408.0,0.336,-1871.0,0.37799999999999995,59.32899999999999,823.4069999999999,104.06,2.3080000000000003,1
9333272.0,0.27899999999999997,-1346.0,0.37,62.193000000000005,778.185,106.555,2.055,1
9454831.0,0.262,-1265.0,0.361,64.186,732.69,108.05,2.489,1
9574364.0,0.263,-1245.0,0.353,65.244,686.6039999999999,106.945,2.8989999999999996,1
9693897.0,0.273,-1348.0,0.344,66.782,640.7180000000001,102.855,3.053,1
9813430.0,0.275,-1765.0,0.336,72.793,594.117,100.25,3.1489999999999996,1
9936776.0,0.309,-1456.0,0.326,80.415,550.082,100.355,3.498,1
10097793.0,0.298,-2532.0,0.317,87.99799999999999,512.27,100.846,3.6260000000000003,1
10258811.0,0.304,-4318.0,0.307,92.74,481.32,103.663,3.2510000000000003,1
10419829.0,0.24600000000000002,-3714.0,0.297,96.26899999999999,456.66900000000004,105.104,3.588,1
10580847.0,0.515,-4064.0,0.287,99.323,433.334,105.82600000000001,3.665,1
10741865.0,0.515,-3687.0,0.27699999999999997,101.93,407.301,106.072,3.819,1
10894734.0,0.534,-2390.0,0.267,105.389,382.51800000000003,103.671,3.4360000000000004,1
11035217.0,0.542,-2325.0,0.256,106.70700000000001,362.366,101.679,3.267,1
11175699.0,0.532,-2912.0,0.24600000000000002,106.773,345.395,98.478,2.502,1
11316182.0,0.536,-3197.0,0.235,104.932,335.14099999999996,97.24700000000001,1.829,1
11456664.0,0.531,-4874.0,0.22399999999999998,100.711,329.11,98.0,1.743,1
11597147.0,0.545,-3819.0,0.214,98.647,324.092,96.6,1.12,1
11737629.0,0.539,-4231.0,0.203,97.984,321.497,92.242,0.731,1
11887430.0,0.5710000000000001,-4680.0,0.192,96.917,321.368,89.28299999999999,1.507,1
12050091.0,0.5589999999999999,-5247.0,0.18100000000000002,93.193,323.753,89.829,0.927,1
12212752.0,0.594,-5957.0,0.16899999999999998,90.55799999999999,332.32,85.60799999999999,0.934,1
12375413.0,0.5920000000000001,-6923.0,0.158,91.27,342.26300000000003,83.204,1.32,1
12538074.0,0.613,-6670.0,0.147,95.736,352.405,81.42399999999999,1.359,1
12697299.0,0.41600000000000004,-8206.0,0.135,101.759,362.722,78.461,2.594,1
12849103.0,0.41100000000000003,-7094.0,0.124,111.917,374.435,73.017,3.0039999999999996,1
