activeaddresses30trx,difficulty14ema,difficulty7ema,difficulty7trx,difficulty90std,hashrate14std,hashrate14var,median_transaction_feeUSD,mediantransactionvalueUSD,mining_profitability14sma,mining_profitability14wma,mining_profitability30ema,mining_profitability30wma,mining_profitability3wma,mining_profitability7sma,mining_profitability90sma,mining_profitability90trx,price30momUSD,price30stdUSD,price30varUSD,price3trxUSD,price7momUSD,price7rocUSD,price7rsiUSD,price90momUSD,price90rocUSD,priceUSD,sentinusd90varUSD,top100cap,top100cap14mom,top100cap14roc,top100cap14trx,top100cap30roc,top100cap30rsi,top100cap90wma,category
1.035,7133024.0,7503324.0,1.656,2953023.0,9663219377109.0,2.3344452182536e+25,0.0575,115.115,8860.0,9608.0,7645.0,8154.0,9873.0,10166.0,4746.0,0.254,70.892,83.463,1742.0,0.335,-8.561,-6.928999999999999,42.81399999999999,101.012,722.163,115.0,8151927879557629.0,20.19,0.48100000000000004,2.44,0.08900000000000001,3.752,65.535,19.53,0
1.094,7205021.0,7545743.0,1.528,3022728.0,9677588973797.0,2.3413932086439e+25,0.0462,98.59899999999999,8853.0,9275.0,7562.0,8105.0,7595.0,9653.0,4791.0,0.273,49.659,81.59100000000001,1664.0,-5.735,-36.218,-28.15,35.9,78.465,561.246,92.446,8164381542221686.0,20.136,0.275,1.3840000000000001,0.091,3.362,63.745,19.545,1
1.135,7267418.0,7577557.0,1.3840000000000001,3087734.0,9520248625628.0,2.2658783473440997e+25,0.0492,70.79899999999999,8852.0,8974.0,7500.0,8069.0,6600.0,9320.0,4839.0,0.29100000000000004,55.132,79.6,1584.0,-7.92,-35.678000000000004,-26.603,38.954,84.51299999999999,607.072,98.435,8122807695514600.0,20.137999999999998,0.18100000000000002,0.9079999999999999,0.094,3.3169999999999997,63.785,19.561,1
1.156,7321496.0,7601418.0,1.2329999999999999,3148331.0,8642170438363.0,1.8671777471428998e+25,0.0459,48.534,8767.0,8564.0,7389.0,7976.0,6148.0,8801.0,4877.0,0.307,48.253,77.413,1498.0,-8.509,-50.231,-35.354,36.71,77.867,556.932,91.84899999999999,8067170488348222.0,20.149,0.303,1.527,0.09699999999999999,3.8139999999999996,63.997,19.576,1
1.1740000000000002,7368363.0,7619313.0,1.085,3204770.0,8456329193286.0,1.7877375856304e+25,0.0436,69.25399999999999,8670.0,8177.0,7291.0,7886.0,5958.0,8193.0,4921.0,0.32299999999999995,42.949,75.138,1411.0,-8.286,-76.453,-46.743,35.016,73.141,523.689,87.10799999999999,8028803704851272.0,20.385,0.423,2.1180000000000003,0.10300000000000001,5.048,68.17699999999999,19.596,1
1.188,7408981.0,7632735.0,0.943,3257267.0,9003122564089.0,2.0264053976004e+25,0.0375,54.821000000000005,8452.0,7680.0,7139.0,7734.0,5387.0,6991.0,4949.0,0.33799999999999997,31.112,73.028,1333.0,-8.562999999999999,-120.354,-61.595,30.796999999999997,60.843999999999994,428.524,75.043,8013457056821549.0,20.518,0.494,2.468,0.11199999999999999,5.801,70.193,19.619,1
1.2,7492887.0,7734120.0,0.89,3321596.0,9283783720397.0,2.1547160041776e+25,0.0389,70.344,8177.0,7220.0,7001.0,7586.0,5126.0,5948.0,4983.0,0.35100000000000003,31.474,70.916,1257.0,-7.6979999999999995,-100.765,-56.451,32.900999999999996,62.878,423.267,77.734,7990503288007726.0,20.389,0.402,2.011,0.121,5.34,65.99600000000001,19.639,1
1.2,7690408.0,8044164.0,1.0659999999999998,3427443.0,9335855483737.0,2.1789549403306e+25,0.0473,91.95700000000001,7899.0,6780.0,6864.0,7430.0,4930.0,5631.0,5009.0,0.363,43.297,68.73100000000001,1181.0,-4.013999999999999,-20.320999999999998,-17.67,45.151,79.377,518.736,94.679,1.028584101527e+16,20.427,0.43700000000000006,2.186,0.129,5.611000000000001,66.60600000000001,19.659000000000002,1
1.2,7861593.0,8276697.0,1.285,3525530.0,6867867583257.0,1.1791901285289e+25,0.0534,91.794,7630.0,6553.0,6821.0,7358.0,5559.0,5608.0,5048.0,0.375,48.948,66.925,1120.0,0.5670000000000001,14.254000000000001,15.419,52.351000000000006,91.40100000000001,597.4540000000001,106.7,1.03407590766357e+16,20.424,0.591,2.98,0.136,5.2139999999999995,66.502,19.679000000000002,1
1.187,8009954.0,8451097.0,1.463,3616489.0,6669387347744.0,1.1120181898562e+25,0.0572,63.022,7485.0,6454.0,6825.0,7332.0,6323.0,5650.0,5099.0,0.386,50.49100000000001,65.561,1075.0,3.943,16.045,16.3,56.648,99.145,646.552,114.48,1.02759037570909e+16,20.546,0.713,3.596,0.14300000000000002,6.011,68.447,19.701,1
1.161,8138533.0,8581897.0,1.565,3700845.0,8795120977447.0,1.9338538251980997e+25,0.0571,73.62,7285.0,6338.0,6812.0,7289.0,6637.0,5770.0,5147.0,0.397,48.555,64.134,1028.0,4.7589999999999995,22.445,24.436999999999998,56.506,98.471,622.331,114.295,1.02026710857112e+16,20.52,0.754,3.813,0.15,5.989,67.578,19.722,1
1.1340000000000001,8249968.0,8679996.0,1.5919999999999999,3779040.0,9262090593183.0,2.1446580539080998e+25,0.0568,85.425,6995.0,6175.0,6764.0,7210.0,6384.0,5798.0,5183.0,0.40700000000000003,49.918,62.306000000000004,970.5,4.0680000000000005,26.427,30.338,55.839,96.89200000000001,582.217,113.535,1.02169580937716e+16,20.518,0.8290000000000001,4.212,0.154,6.068,67.509,19.743,1
1.1079999999999999,8346545.0,8753571.0,1.556,3850125.0,9756455715691.0,2.3797107033062e+25,0.0604,72.2,6545.0,6183.0,6782.0,7197.0,6651.0,6100.0,5234.0,0.41600000000000004,56.01,60.489,914.725,3.8939999999999997,45.736999999999995,60.949,60.968999999999994,103.757,609.5319999999999,120.78,1.02578568307853e+16,20.52,0.8059999999999999,4.088,0.158,5.872000000000001,67.54,19.764,1
1.084,8430245.0,8808753.0,1.473,3910624.0,10312006913815.0,2.6584371647643003e+25,0.0674,77.78699999999999,6200.0,6307.0,6827.0,7206.0,7097.0,6452.0,5282.0,0.426,65.655,59.354,880.7289999999999,4.945,57.066,73.41199999999999,69.079,117.86200000000001,695.867,134.8,1.0572220255092e+16,20.311,0.5479999999999999,2.773,0.157,4.452,60.742,19.78,0
1.0590000000000002,8502785.0,8850138.0,1.36,3965714.0,10452935405119.0,2.7315964645895e+25,0.0699,91.25,6303.0,6618.0,6937.0,7278.0,7935.0,6975.0,5347.0,0.435,68.036,58.391999999999996,852.3989999999999,5.382000000000001,45.06100000000001,47.593,71.513,122.916,730.5989999999999,139.74,1.06574153798813e+16,20.382,0.192,0.953,0.154,4.035,62.091,19.797,0
1.03,8565653.0,8881178.0,1.23,4015615.0,11647852386545.0,3.3918116304684e+25,0.0665,91.286,6367.0,6744.0,6957.0,7261.0,7715.0,7125.0,5391.0,0.444,53.707,57.413999999999994,824.092,4.02,26.244,24.596999999999998,63.494,115.77799999999999,674.4639999999999,132.945,1.05967605393288e+16,20.42,0.284,1.411,0.15,3.812,62.787,19.814,0
0.997,8620139.0,8904457.0,1.095,4060520.0,11293138719176.0,3.1883745532636e+25,0.0632,85.83200000000001,6355.0,6753.0,6923.0,7188.0,7055.0,7060.0,5430.0,0.45299999999999996,40.564,56.50899999999999,798.309,1.9869999999999999,11.835999999999999,10.339,56.308,109.03200000000001,630.826,126.316,1.05158089265048e+16,20.167,0.028999999999999998,0.14300000000000002,0.14300000000000002,2.323,55.678000000000004,19.826,0
0.973,8667360.0,8921917.0,0.961,4100593.0,10376414760999.0,2.6917495823071004e+25,0.062,72.582,6497.0,6942.0,6978.0,7203.0,7238.0,7225.0,5484.0,0.461,37.454,55.479,769.4680000000001,0.45799999999999996,9.75,8.531,53.872,106.33200000000001,600.305,124.045,1.04593177107224e+16,20.183,0.035,0.17300000000000001,0.133,1.625,56.022,19.838,0
0.9470000000000001,8708285.0,8935012.0,0.835,4135974.0,10144839016362.0,2.5729439666972997e+25,0.0653,91.26100000000001,6597.0,7044.0,6996.0,7183.0,7294.0,7397.0,5528.0,0.469,43.106,54.516999999999996,743.0189999999999,0.34,17.025,14.995999999999999,59.708,112.021,604.245,130.56,1.06035228595987e+16,20.057000000000002,-0.32799999999999996,-1.611,0.12,0.501,52.838,19.847,0
0.915,8861102.0,9164862.0,0.877,4203084.0,10662886872052.0,2.8424289111544e+25,0.0672,75.671,6701.0,7017.0,6958.0,7105.0,6913.0,7302.0,5563.0,0.47600000000000003,45.415,53.629,719.012,0.79,13.684000000000001,11.33,62.982,115.49,608.659,134.465,1.05624784497685e+16,20.088,-0.43,-2.097,0.106,1.22,53.512,19.857,0
0.8809999999999999,9023127.0,9392720.0,1.0070000000000001,4273705.0,10397162169981.0,2.7025245297222e+25,0.0623,88.1,6797.0,6969.0,6918.0,7026.0,6512.0,7141.0,5592.0,0.483,29.947,52.784,696.544,0.03,-10.138,-7.521,50.872,104.944,532.224,124.662,1.05123685640443e+16,20.156,-0.233,-1.143,0.092,0.971,54.958999999999996,19.868,0
0.8440000000000001,9163550.0,9563613.0,1.133,4337430.0,10460884445442.0,2.7357525845222e+25,0.0555,71.153,6830.0,6776.0,6817.0,6884.0,5855.0,6686.0,5618.0,0.488,3.3,52.683,693.883,-1.819,-28.691,-20.531999999999996,38.789,90.831,449.25800000000004,111.04899999999999,1.04433307181248e+16,20.215,-0.212,-1.037,0.08,0.956,56.19,19.88,0
0.807,9285249.0,9691783.0,1.217,4394560.0,7802845241076.0,1.5221098464045e+25,0.0513,71.191,6748.0,6538.0,6702.0,6728.0,5363.0,6371.0,5638.0,0.493,-17.308,53.11600000000001,705.323,-3.528,-30.25,-22.754,33.150999999999996,82.669,412.829,102.694,1.03653732104424e+16,20.229,-0.195,-0.953,0.07,1.212,56.479,19.892,1
0.764,9390721.0,9787911.0,1.247,4445347.0,6079989265328.0,9.2415673666272e+24,0.0525,46.458,6660.0,6393.0,6635.0,6620.0,5403.0,6261.0,5657.0,0.498,-18.521,53.411,713.182,-3.8,-21.276,-16.843,36.189,85.02,424.68800000000005,105.04,1.03221703014403e+16,20.203,-0.34299999999999997,-1.672,0.06,1.0659999999999998,55.765,19.903,1
0.718,9482131.0,9860006.0,1.23,4490009.0,5983190413378.0,8.9496418806838e+24,0.0567,59.378,6635.0,6339.0,6611.0,6557.0,5858.0,6045.0,5691.0,0.501,-15.2,53.375,712.21,-2.4290000000000003,-10.581,-8.53,46.396,93.348,464.06,113.464,1.02784005847452e+16,20.175,-0.345,-1.683,0.052000000000000005,1.725,54.993,19.914,0
0.675,9561352.0,9914078.0,1.1740000000000002,4533001.0,8814037303289.0,1.9421813395942e+25,0.0565,64.307,6592.0,6182.0,6536.0,6451.0,5759.0,5787.0,5717.0,0.504,-21.109,53.16,706.495,-1.234,-17.555,-13.446,45.928999999999995,92.891,461.834,113.005,1.02150057319217e+16,20.096,-0.42200000000000004,-2.056,0.043,1.3259999999999998,52.871,19.922,0
0.643,9630011.0,9954632.0,1.093,4574842.0,9818848542920.0,2.41024466772e+25,0.0552,70.008,6486.0,6046.0,6474.0,6359.0,5647.0,5669.0,5745.0,0.507,-31.705,52.551,690.4119999999999,-0.787,-24.089000000000002,-17.915,43.034,89.9,439.085,110.375,1.01425078772631e+16,20.097,-0.423,-2.06,0.034,1.6740000000000002,52.898,19.930999999999997,0
0.618,9689515.0,9985047.0,0.996,4611353.0,10875069008113.0,2.9566781482803003e+25,0.0548,76.058,6335.0,5895.0,6402.0,6262.0,5443.0,5528.0,5767.0,0.509,-53.966,49.826,620.663,-0.649,-15.067,-12.087,42.114,88.376,416.517,109.595,1.00741493686491e+16,20.125999999999998,-0.184,-0.907,0.026000000000000002,2.222,53.604,19.94,0
0.59,9741086.0,10007858.0,0.892,4642661.0,10847649238468.0,2.9417873500209996e+25,0.0542,59.976000000000006,6113.0,5776.0,6340.0,6180.0,5434.0,5541.0,5789.0,0.51,-86.976,40.286,405.733,-0.6709999999999999,-2.6289999999999996,-2.367,40.592,86.427,392.975,108.42,1.00386612579392e+16,20.137,-0.245,-1.203,0.019,2.145,53.86600000000001,19.949,0
0.563,9785780.0,10024967.0,0.7879999999999999,4668870.0,11255416901385.0,3.1671102405995e+25,0.0553,59.973,6008.0,5730.0,6303.0,6137.0,5591.0,5644.0,5815.0,0.511,-67.96,32.222,259.572,-0.382,7.845,7.64,44.793,87.744,384.918,110.54,9972158298114880.0,20.063,-0.35700000000000004,-1.746,0.012,1.5219999999999998,51.765,19.956,0
0.534,9824515.0,10037798.0,0.687,4690065.0,11876775703063.0,3.5264450275215002e+25,0.0563,46.253,5972.0,5719.0,6279.0,6118.0,5793.0,5683.0,5839.0,0.511,-2.497,32.195,259.128,0.073,7.462999999999999,7.104,48.713,89.241,383.653,112.50299999999999,9905830940944180.0,20.028,-0.138,-0.685,0.005,-0.799,50.798,19.962,1
0.501,9888064.0,10103632.0,0.63,4714220.0,12607694765462.0,3.9738491824761e+25,0.11199999999999999,52.908,5788.0,5616.0,6209.0,6054.0,5537.0,5531.0,5857.0,0.511,19.292,31.445,247.201,0.226,-1.726,-1.521,47.18899999999999,88.03200000000001,371.36699999999996,111.738,9853815044336460.0,20.009,-0.174,-0.8640000000000001,-0.002,-0.628,50.262,19.968,1
0.469,10061290.0,10374538.0,0.73,4767904.0,14745369923495.0,5.4356483545174e+25,0.0561,66.581,5639.0,5535.0,6143.0,5992.0,5310.0,5491.0,5875.0,0.51,13.806,31.058000000000003,241.146,0.292,-0.764,-0.6759999999999999,48.428000000000004,88.134,365.605,112.241,9758856687342430.0,20.000999999999998,-0.055,-0.276,-0.008,-0.6779999999999999,50.038000000000004,19.973,1
0.43799999999999994,10211419.0,10577718.0,0.866,4814574.0,15404465872104.0,5.9324392201205e+25,0.0543,56.878,5516.0,5406.0,6048.0,5900.0,4928.0,5363.0,5880.0,0.509,16.785999999999998,30.166999999999998,227.512,-0.128,-1.74,-1.5759999999999998,40.494,84.383,347.952,108.635,9676815319587700.0,20.022000000000002,-0.066,-0.33,-0.013999999999999999,-0.631,50.623000000000005,19.977999999999998,1
0.409,10341531.0,10730103.0,0.98,4854432.0,14852116649998.0,5.5146342246284e+25,0.0523,61.821999999999996,5391.0,5282.0,5953.0,5805.0,4714.0,5253.0,5891.0,0.507,17.467,28.811999999999998,207.533,-0.84,-5.019,-4.58,33.324,79.411,315.574,104.575,9616811611981970.0,20.046,-0.11,-0.545,-0.019,-1.663,51.336999999999996,19.984,1
0.381,10454294.0,10844391.0,1.0490000000000002,4887645.0,13247475697830.0,4.3873903091148e+25,0.0535,67.321,5364.0,5228.0,5891.0,5738.0,4799.0,5188.0,5897.0,0.504,31.956999999999997,25.215999999999998,158.959,-0.862,-1.42,-1.31,40.648,80.63600000000001,305.86400000000003,107.0,9549984663825150.0,20.142,-0.073,-0.36200000000000004,-0.021,-1.8330000000000002,54.026,19.992,1
0.353,10552023.0,10930108.0,1.069,4914349.0,11100119803771.0,3.0803164914517e+25,0.0552,68.267,5378.0,5210.0,5848.0,5687.0,5041.0,5111.0,5909.0,0.502,32.757,21.313000000000002,113.564,-0.27899999999999997,-0.048,-0.043,49.893,83.948,316.26599999999996,110.492,9467132849044260.0,20.111,-0.11800000000000001,-0.585,-0.023,-1.364,53.041000000000004,20.0,1
0.322,10636721.0,10994395.0,1.048,4934647.0,9775393105161.0,2.3889577590106e+25,0.0564,80.035,5345.0,5187.0,5807.0,5634.0,5177.0,5008.0,5922.0,0.499,18.136,19.905,99.055,0.39399999999999996,0.312,0.278,55.299,86.27,325.003,112.815,9384774788629090.0,20.113,-0.09,-0.445,-0.023,-1.537,53.103,20.007,1
0.287,10710125.0,11042611.0,0.997,4960435.0,8359512720221.0,1.7470363229884e+25,0.0565,57.043,5251.0,5132.0,5751.0,5563.0,5074.0,4970.0,5939.0,0.495,6.205,19.639,96.427,0.6990000000000001,1.167,1.045,55.516000000000005,86.38,325.655,112.905,9356562758512420.0,20.098,-0.077,-0.382,-0.023,-1.5959999999999999,52.604,20.012999999999998,1
0.251,10773743.0,11078773.0,0.924,4980809.0,9208430061390.0,2.1198796048876e+25,0.0566,75.782,5196.0,5058.0,5682.0,5478.0,4859.0,4901.0,5949.0,0.491,-1.28,19.66,96.632,0.748,0.9590000000000001,0.8540000000000001,56.324,85.506,308.758,113.2,9321660484358030.0,20.11,0.013999999999999999,0.067,-0.023,-2.126,52.963,20.019000000000002,1
0.22,10828878.0,11105894.0,0.8390000000000001,4995489.0,9987676000619.0,2.4938417973333e+25,0.0576,88.835,5201.0,5116.0,5679.0,5460.0,5202.0,5038.0,5961.0,0.48700000000000004,0.986,19.651,96.537,0.88,6.645,6.117000000000001,62.016999999999996,86.339,298.335,115.28,9254181247683940.0,20.084,-0.013000000000000001,-0.066,-0.022000000000000002,-2.125,52.083999999999996,20.025,1
0.18899999999999997,10876662.0,11126235.0,0.75,5004525.0,10110566596977.0,2.5555889227977e+25,0.0583,92.055,5190.0,5118.0,5649.0,5416.0,5265.0,5127.0,5977.0,0.483,3.1510000000000002,19.625,96.287,0.9990000000000001,12.11,11.581,65.556,87.406,298.53,116.686,9169196776245630.0,20.132,0.006,0.027000000000000003,-0.021,-1.883,53.57,20.032,1
0.161,10918075.0,11141490.0,0.66,5007947.0,10285572344926.0,2.6448249615677e+25,0.0593,90.044,5215.0,5197.0,5658.0,5411.0,5567.0,5242.0,5995.0,0.479,-2.084,19.577,95.81200000000001,1.149,11.696,10.931,70.191,89.441,305.72900000000004,118.696,9115962817550460.0,20.112000000000002,-0.025,-0.122,-0.02,-1.986,52.878,20.037,1
0.138,10953966.0,11152932.0,0.575,5005767.0,11183758827335.0,3.1269115376999002e+25,0.0623,99.751,5202.0,5247.0,5653.0,5396.0,5591.0,5293.0,6013.0,0.474,-10.195,18.609,86.575,1.725,14.113,12.773,79.601,95.595,329.53,124.605,9036099626129640.0,20.143,0.08,0.39899999999999997,-0.018000000000000002,-0.8240000000000001,53.852,20.044,1
0.113,11020204.0,11227388.0,0.5329999999999999,5006734.0,11932008607218.0,3.5593207350683e+25,0.0639,75.408,5179.0,5301.0,5650.0,5386.0,5631.0,5350.0,6033.0,0.47,-12.015,16.99,72.165,2.161,14.909,13.216,82.92299999999999,98.95299999999999,343.935,127.725,8978849224300845.0,19.901,-0.127,-0.635,-0.019,-2.359,46.11,20.045,0
0.087,11171299.0,11458894.0,0.608,5027426.0,13342759011451.0,4.4507304509417e+25,0.0644,84.322,5187.0,5318.0,5628.0,5364.0,5456.0,5404.0,6042.0,0.465,-4.194,16.476,67.865,2.173,15.845,14.034,83.926,99.95,347.056,128.75,8986083240286384.0,19.908,-0.10099999999999999,-0.507,-0.021,-2.508,46.321999999999996,20.046,0
0.062,11302247.0,11632523.0,0.7090000000000001,5040956.0,15491796508717.0,5.9998939766872995e+25,0.0642,73.29899999999999,5206.0,5353.0,5617.0,5354.0,5430.0,5512.0,6059.0,0.46,2.039,16.671,69.483,1.8,15.155,13.388,81.767,99.214,340.462,128.355,8933216210578744.0,19.976,-0.025,-0.127,-0.023,-0.946,48.541000000000004,20.048,0
0.039,11415736.0,11762745.0,0.792,5047382.0,15954970605664.0,6.364027175689999e+25,0.0629,90.398,5246.0,5356.0,5592.0,5333.0,5315.0,5454.0,6070.0,0.455,1.68,16.797,70.53399999999999,1.073,10.445,9.061,68.14699999999999,95.876,321.21,125.725,8873647296518627.0,19.977,-0.045,-0.223,-0.025,-1.024,48.577,20.05,0
0.018000000000000002,11514092.0,11860412.0,0.841,5046732.0,16414042938810.0,6.735520139927001e+25,0.0632,99.887,5300.0,5369.0,5575.0,5324.0,5322.0,5473.0,6083.0,0.45,-4.13,16.364,66.944,0.609,9.745,8.351,69.72399999999999,95.064,303.086,126.43,8805534279531005.0,19.927,-0.11900000000000001,-0.593,-0.027999999999999997,-0.645,47.06100000000001,20.051,0
0.0,11599335.0,11933662.0,0.853,5046336.0,16784715462854.0,7.0431668292243e+25,0.0636,91.552,5342.0,5404.0,5575.0,5334.0,5435.0,5442.0,6100.0,0.445,-7.22,15.42,59.442,0.41600000000000004,8.548,7.202000000000001,71.618,94.008,282.851,127.245,8770148619039408.0,19.945999999999998,-0.196,-0.972,-0.03,-0.705,47.706,20.052,0
-0.018000000000000002,11673212.0,11988599.0,0.8340000000000001,5057770.0,18812635858434.0,8.8478816985513e+25,0.0632,104.96600000000001,5330.0,5368.0,5542.0,5313.0,5282.0,5368.0,6114.0,0.44,1.761,15.577,60.659,0.21899999999999997,1.819,1.46,66.71,93.305,281.737,126.42399999999999,8719186356417410.0,19.878,-0.233,-1.16,-0.033,-1.381,45.625,20.051,0
-0.037000000000000005,11737239.0,12029802.0,0.7909999999999999,5063269.0,20725730206659.0,1.0738897314981e+26,0.0647,72.57,5377.0,5440.0,5563.0,5347.0,5550.0,5405.0,6135.0,0.435,15.859000000000002,16.046,64.368,0.14,-0.816,-0.639,68.212,94.45,290.993,126.90899999999999,8660278498363472.0,19.881,-0.23199999999999998,-1.155,-0.036000000000000004,-1.655,45.735,20.05,0
-0.057,11792728.0,12060705.0,0.733,5062853.0,25806566022388.0,1.6649471246697e+26,0.0621,78.22,5375.0,5376.0,5520.0,5317.0,5251.0,5346.0,6144.0,0.429,21.441,15.561,60.54,-0.175,-4.615,-3.5839999999999996,52.434,90.78200000000001,272.185,124.135,8619627352096558.0,19.884,-0.214,-1.0659999999999998,-0.038,-1.7080000000000002,45.841,20.05,0
-0.075,11840819.0,12083881.0,0.665,5056521.0,26348500973855.0,1.735608758923e+26,0.0602,87.36200000000001,5412.0,5354.0,5500.0,5308.0,5216.0,5312.0,6160.0,0.424,15.293,15.026,56.443000000000005,-0.718,-8.022,-6.25,38.275,83.706,228.541,120.333,8594656122185222.0,19.797,-0.312,-1.554,-0.042,-2.008,43.227,20.047,0
-0.08900000000000001,11882498.0,12101264.0,0.594,5044251.0,25272232957635.0,1.5967143966624e+26,0.0598,97.318,5377.0,5318.0,5477.0,5295.0,5123.0,5299.0,6166.0,0.418,6.222,14.999,56.24,-0.9990000000000001,-6.04,-4.803999999999999,36.325,80.695,206.963,119.685,8607312342646152.0,19.784000000000002,-0.3,-1.494,-0.045,-1.9380000000000002,42.836999999999996,20.044,0
-0.10099999999999999,12093733.0,12442637.0,0.698,5074925.0,28712838343149.0,2.0610677142995997e+26,0.06,82.056,5292.0,5137.0,5383.0,5212.0,4594.0,5111.0,6155.0,0.413,7.091,14.952,55.893,-0.9470000000000001,-6.334,-5.01,38.635999999999996,80.10600000000001,200.31799999999998,120.096,8587686009700909.0,19.869,-0.262,-1.304,-0.048,-1.128,46.068999999999996,20.042,0
-0.113,12561986.0,13233386.0,1.127,5205155.0,31397510413360.0,2.4645091503926e+26,0.0597,78.77199999999999,5152.0,4942.0,5283.0,5120.0,4113.0,4863.0,6144.0,0.406,9.013,14.735999999999999,54.287,-0.8340000000000001,-7.856,-6.1739999999999995,36.008,78.098,189.145,119.38799999999999,8532059545646022.0,19.817,-0.295,-1.4680000000000002,-0.05,-1.3940000000000001,44.479,20.04,0
-0.125,12967806.0,13826448.0,1.5959999999999999,5320497.0,30385477559398.0,2.3081931162816997e+26,0.0575,98.73299999999999,5020.0,4753.0,5183.0,5026.0,3814.0,4672.0,6128.0,0.4,5.42,14.464,52.303000000000004,-1.115,-11.409,-9.025,24.156999999999996,71.85300000000001,166.48,115.014,8478230421080723.0,19.816,-0.327,-1.6230000000000002,-0.052000000000000005,-1.541,44.449,20.037,0
