difficulty14ema,difficulty14sma,difficulty14wma,difficulty30ema,difficulty30mom,difficulty30roc,difficulty30sma,difficulty30trx,difficulty30var,difficulty3ema,difficulty7ema,difficulty7sma,difficulty90mom,difficulty90var,difficulty90wma,fee_to_rewardUSD,hashrate14trx,hashrate14var,median_transaction_feeUSD,mediantransactionvalueUSD,mining_profitability,mining_profitability90trx,price30wmaUSD,price7rsiUSD,price90emaUSD,price90smaUSD,priceUSD,sentinusd90stdUSD,top100cap,category
7133024.0,7136703.0,7361530.0,6358816.0,3305124.0,75.669,6164676.0,1.358,1296262457682.0,7660142.0,7503324.0,7577580.0,4423450.0,2180085742573.0,5134959.0,1.5630000000000002,1.659,2.3344452182536e+25,0.0575,115.115,7092.0,0.254,111.73100000000001,42.81399999999999,59.858999999999995,46.648999999999994,115.0,180576055,20.19,0
7205021.0,7206501.0,7433036.0,6443602.0,3305124.0,75.669,6274847.0,1.3780000000000001,1252343164010.0,7666571.0,7545743.0,7673000.0,4423450.0,2284220826087.0,5207391.0,1.291,1.63,2.3413932086439e+25,0.0462,98.59899999999999,6360.0,0.273,111.881,35.9,60.575,47.521,92.446,180713935,20.136,1
7267418.0,7276299.0,7495236.0,6522918.0,3007612.0,64.467,6375101.0,1.3940000000000001,1221108094430.0,7669785.0,7577557.0,7673000.0,4423450.0,2383524573089.0,5278743.0,0.958,1.581,2.2658783473440997e+25,0.0492,70.79899999999999,6595.0,0.29100000000000004,112.311,38.954,61.407,48.46,98.435,180253241,20.137999999999998,1
7321496.0,7346097.0,7548129.0,6597117.0,2825353.0,58.283,6469279.0,1.405,1190619441762.0,7671393.0,7601418.0,7673000.0,4423450.0,2477996983579.0,5349015.0,1.38,1.5130000000000001,1.8671777471428998e+25,0.0459,48.534,5779.0,0.307,112.197,36.71,62.076,49.325,91.84899999999999,179634857,20.149,1
7368363.0,7415895.0,7591716.0,6666529.0,2825353.0,58.283,6563458.0,1.413,1142391637396.0,7672196.0,7619313.0,7673000.0,4423450.0,2567638057558.0,5418207.0,1.785,1.4340000000000002,1.7877375856304e+25,0.0436,69.25399999999999,5865.0,0.32299999999999995,111.67399999999999,35.016,62.626999999999995,50.138000000000005,87.10799999999999,179207184,20.385,1
7408981.0,7485694.0,7625997.0,6731462.0,2825353.0,58.283,6657636.0,1.4180000000000001,1076424681331.0,7672598.0,7632735.0,7673000.0,4423450.0,2652447795025.0,5486319.0,1.165,1.376,2.0264053976004e+25,0.0375,54.821000000000005,4937.0,0.33799999999999997,110.28,30.796999999999997,62.898999999999994,50.81399999999999,75.043,179035829,20.518,1
7492887.0,7581583.0,7699674.0,6815773.0,3190629.0,65.818,6763990.0,1.42,1019450344506.0,7855437.0,7734120.0,7725182.0,4788726.0,2758250272700.0,5561378.0,1.876,1.328,2.1547160041776e+25,0.0389,70.344,5006.0,0.35100000000000003,108.993,32.900999999999996,63.225,51.513000000000005,77.734,178779230,20.389,1
7690408.0,7744331.0,7885369.0,6955032.0,4126649.0,85.12700000000001,6901545.0,1.426,1040964977283.0,8414867.0,8044164.0,7911082.0,5724746.0,2936841391024.0,5655840.0,1.148,1.305,2.1789549403306e+25,0.0473,91.95700000000001,4878.0,0.363,108.73100000000001,45.151,63.917,52.395,94.679,202838271,20.427,1
7861593.0,7884991.0,8049365.0,7085307.0,4126649.0,85.12700000000001,7039100.0,1.4340000000000002,1024636874867.0,8694581.0,8276697.0,8096981.0,5724746.0,3107340479299.0,5748904.0,1.594,1.242,1.1791901285289e+25,0.0534,91.794,6198.0,0.375,109.15100000000001,52.351000000000006,64.857,53.41,106.7,203379046,20.424,1
8009954.0,7977940.0,8194605.0,7207178.0,4126649.0,85.12700000000001,7176655.0,1.442,970466037257.0,8834439.0,8451097.0,8282881.0,5724746.0,3269747537528.0,5840570.0,1.19,1.175,1.1120181898562e+25,0.0572,63.022,6887.0,0.386,109.969,56.648,65.94800000000001,54.512,114.48,202740265,20.546,0
8138533.0,8070890.0,8327453.0,7321185.0,4126649.0,85.12700000000001,7314210.0,1.45,878452464453.0,8904367.0,8581897.0,8468780.0,5724746.0,3424062565708.0,5930837.0,0.745,1.155,1.9338538251980997e+25,0.0571,73.62,6616.0,0.397,110.665,56.506,67.01,55.606,114.295,202016545,20.52,1
8249968.0,8163840.0,8447907.0,7427838.0,4126649.0,85.12700000000001,7451765.0,1.4569999999999999,748596156457.0,8939332.0,8679996.0,8654679.0,5724746.0,3570285563842.0,6019707.0,1.204,1.146,2.1446580539080998e+25,0.0568,85.425,6062.0,0.40700000000000003,111.208,55.839,68.033,56.683,113.535,202157939,20.518,1
8346545.0,8256789.0,8555968.0,7527609.0,3393244.0,60.799,7564873.0,1.462,696420402236.0,8956814.0,8753571.0,8840579.0,5787141.0,3705865399816.0,6107179.0,1.4409999999999998,1.143,2.3797107033062e+25,0.0604,72.2,7056.0,0.41600000000000004,112.11200000000001,60.968999999999994,69.192,57.836000000000006,120.78,202562157,20.52,0
8430245.0,8349739.0,8651635.0,7620944.0,2278470.0,34.028,7640822.0,1.465,731693143115.0,8965555.0,8808753.0,8974296.0,6005521.0,3823245990120.0,6193238.0,1.5230000000000001,1.1440000000000001,2.6584371647643003e+25,0.0674,77.78699999999999,7469.0,0.426,113.79899999999999,69.079,70.634,59.145,134.8,205642605,20.311,0
8502785.0,8442689.0,8734910.0,7708257.0,2278470.0,34.028,7716771.0,1.465,755429385504.0,8969925.0,8850138.0,8974296.0,6005521.0,3931721326432.0,6277830.0,1.393,1.135,2.7315964645895e+25,0.0699,91.25,8539.0,0.435,115.664,71.513,72.153,60.511,139.74,206469517,20.382,0
8565653.0,8535639.0,8805791.0,7789937.0,2278470.0,34.028,7792720.0,1.463,767629129401.0,8972111.0,8881178.0,8974296.0,6005521.0,4031291408750.0,6360955.0,0.9440000000000001,1.146,3.3918116304684e+25,0.0665,91.286,7248.0,0.444,116.944,63.494,73.48899999999999,61.797,132.945,205881136,20.42,0
8620139.0,8628588.0,8864278.0,7866347.0,2278470.0,34.028,7868669.0,1.459,768292374807.0,8973203.0,8904457.0,8974296.0,6005521.0,4121956237076.0,6442615.0,1.054,1.1420000000000001,3.1883745532636e+25,0.0632,85.83200000000001,6431.0,0.45299999999999996,117.681,56.308,74.65,63.00899999999999,126.316,205093237,20.167,1
8667360.0,8721538.0,8910373.0,7937828.0,2278470.0,34.028,7944618.0,1.452,757419121722.0,8973750.0,8921917.0,8974296.0,6005521.0,4203715811408.0,6522807.0,0.7390000000000001,1.1179999999999999,2.6917495823071004e+25,0.062,72.582,7773.0,0.461,118.185,53.872,75.736,64.19,124.045,204541612,20.183,1
8708285.0,8814488.0,8944074.0,8004697.0,2278470.0,34.028,8020567.0,1.442,735009370146.0,8974023.0,8935012.0,8974296.0,6005521.0,4276570131748.0,6601533.0,1.044,1.11,2.5729439666972997e+25,0.0653,91.26100000000001,7263.0,0.469,119.02799999999999,59.708,76.94,65.435,130.56,205946817,20.057000000000002,0
8861102.0,8970303.0,9082731.0,8124033.0,3158588.0,47.172,8125854.0,1.4340000000000002,777526055636.0,9414219.0,9164862.0,9100027.0,6885639.0,4416478161259.0,6698136.0,1.217,1.111,2.8424289111544e+25,0.0672,75.671,6393.0,0.47600000000000003,120.03,62.982,78.205,66.718,134.465,205547838,20.088,0
9023127.0,9115876.0,9230196.0,8249985.0,3380467.0,50.486000000000004,8238536.0,1.4280000000000002,823469969518.0,9745256.0,9392720.0,9257455.0,7107518.0,4566138193669.0,6797933.0,1.074,1.097,2.7025245297222e+25,0.0623,88.1,6340.0,0.483,120.302,50.872,79.226,67.884,124.662,205059685,20.156,1
9163550.0,9194590.0,9358252.0,8367812.0,3380467.0,50.486000000000004,8351218.0,1.422,844019317980.0,9910774.0,9563613.0,9414883.0,7107518.0,4703324940710.0,6895995.0,1.548,1.056,2.7357525845222e+25,0.0555,71.153,5352.0,0.488,119.632,38.789,79.925,68.893,111.04899999999999,204385232,20.215,1
9285249.0,9273304.0,9475812.0,8478036.0,3380467.0,50.486000000000004,8463900.0,1.4169999999999998,839174101020.0,9993534.0,9691783.0,9572312.0,7107518.0,4828038402382.0,6992321.0,1.3130000000000002,0.997,1.5221098464045e+25,0.0513,71.191,5046.0,0.493,118.415,33.150999999999996,80.426,69.812,102.694,203620954,20.229,1
9390721.0,9352018.0,9582877.0,8581150.0,3380467.0,50.486000000000004,8576582.0,1.412,808934318641.0,10034913.0,9787911.0,9729740.0,7107518.0,4940278578686.0,7086912.0,1.139,0.9420000000000001,9.2415673666272e+24,0.0525,46.458,5658.0,0.498,117.387,36.189,80.967,70.757,105.04,203196164,20.203,1
9482131.0,9430732.0,9679447.0,8677610.0,3071234.0,43.843,8678957.0,1.405,791101920091.0,10055603.0,9860006.0,9887168.0,7107518.0,5040045469621.0,7179767.0,0.882,0.893,8.9496418806838e+24,0.0567,59.378,6262.0,0.501,116.94200000000001,46.396,81.681,71.794,113.464,202764894,20.175,1
9561352.0,9509446.0,9765522.0,8767848.0,2403293.0,31.320999999999998,8759067.0,1.3980000000000001,816037630802.0,10065948.0,9914078.0,10044596.0,6960601.0,5137023472602.0,7270886.0,1.264,0.889,1.9421813395942e+25,0.0565,64.307,5457.0,0.504,116.501,45.928999999999995,82.369,72.82600000000001,113.005,202138623,20.096,1
9630011.0,9588160.0,9841102.0,8852264.0,2403293.0,31.320999999999998,8839176.0,1.389,828138192474.0,10071120.0,9954632.0,10076293.0,6800828.0,5232294401290.0,7360306.0,1.103,0.9009999999999999,2.41024466772e+25,0.0552,70.008,5568.0,0.507,115.935,43.034,82.985,73.825,110.375,201420038,20.097,1
9689515.0,9666874.0,9906186.0,8931233.0,2403293.0,31.320999999999998,8919286.0,1.3780000000000001,827403605107.0,10073707.0,9985047.0,10076293.0,6800828.0,5316145264416.0,7448065.0,1.249,0.925,2.9566781482803003e+25,0.0548,76.058,5355.0,0.509,115.387,42.114,83.57,74.807,109.595,200740124,20.125999999999998,1
9741086.0,9745588.0,9960775.0,9005108.0,2403293.0,31.320999999999998,8999396.0,1.3659999999999999,813833868703.0,10075000.0,10007858.0,10076293.0,6800828.0,5388576061981.0,7534163.0,1.585,0.943,2.9417873500209996e+25,0.0542,59.976000000000006,5442.0,0.51,114.87899999999999,40.592,84.116,75.767,108.42,200386240,20.137,1
9785780.0,9824302.0,10004869.0,9074217.0,2403293.0,31.320999999999998,9079506.0,1.3519999999999999,787428983260.0,10075646.0,10024967.0,10076293.0,6800828.0,5449586793985.0,7618600.0,1.476,0.956,3.1671102405995e+25,0.0553,59.973,5770.0,0.511,114.695,44.793,84.696,76.742,110.54,199721389,20.063,0
9824515.0,9903016.0,10038468.0,9138867.0,2403293.0,31.320999999999998,9159615.0,1.3359999999999999,748188948779.0,10075970.0,10037798.0,10076293.0,6800828.0,5499177460428.0,7701376.0,1.341,0.976,3.5264450275215002e+25,0.0563,46.253,5926.0,0.511,114.78399999999999,48.713,85.30799999999999,77.734,112.50299999999999,199056082,20.028,0
9888064.0,9997790.0,10091550.0,9213852.0,2628131.0,34.251999999999995,9247220.0,1.32,710282151899.0,10188550.0,10103632.0,10108413.0,7025666.0,5555966504632.0,7787434.0,1.3319999999999999,1.0090000000000001,3.9738491824761e+25,0.11199999999999999,52.908,5199.0,0.511,114.82799999999999,47.18899999999999,85.88799999999999,78.712,111.738,198532769,20.009,0
10061290.0,10155859.0,10250145.0,9341168.0,3514258.0,45.8,9364362.0,1.306,739412512756.0,10687904.0,10374538.0,10267122.0,7911793.0,5683226128875.0,7891250.0,1.331,1.06,5.4356483545174e+25,0.0561,66.581,5179.0,0.51,114.86399999999999,48.428000000000004,86.46799999999999,79.691,112.241,197573851,20.000999999999998,0
10211419.0,10251062.0,10387665.0,9460271.0,3514258.0,45.8,9481504.0,1.294,741098415689.0,10937581.0,10577718.0,10425831.0,7911793.0,5795029835465.0,7993135.0,1.472,1.1,5.9324392201205e+25,0.0543,56.878,4670.0,0.509,114.63799999999999,40.494,86.955,80.62899999999999,108.635,196741610,20.022000000000002,0
10341531.0,10330417.0,10512491.0,9571689.0,3514258.0,45.8,9598646.0,1.284,715339860697.0,11062419.0,10730103.0,10584540.0,7911793.0,5891377624403.0,8093088.0,1.6909999999999998,1.0979999999999999,5.5146342246284e+25,0.0523,61.821999999999996,4587.0,0.507,114.113,33.324,87.34200000000001,81.51100000000001,104.575,196130687,20.046,0
10454294.0,10409771.0,10626737.0,9675919.0,3514258.0,45.8,9715788.0,1.274,662136847781.0,11124838.0,10844391.0,10743250.0,7911793.0,5972269495688.0,8191109.0,2.053,1.065,4.3873903091148e+25,0.0535,67.321,4982.0,0.504,113.70700000000001,40.648,87.774,82.40700000000001,107.0,195448046,20.142,0
10552023.0,10489126.0,10730402.0,9773425.0,3148981.0,39.175,9820754.0,1.263,629491612015.0,11156048.0,10930108.0,10901959.0,7911793.0,6037705449320.0,8287197.0,1.361,1.0270000000000001,3.0803164914517e+25,0.0552,68.267,5231.0,0.502,113.458,49.893,88.273,83.34,110.492,194598385,20.111,0
10636721.0,10568480.0,10823486.0,9864640.0,2212961.0,24.659000000000002,9894519.0,1.253,662411699989.0,11171653.0,10994395.0,11060668.0,7911793.0,6087685485299.0,8381354.0,1.054,0.971,2.3889577590106e+25,0.0564,80.035,5206.0,0.499,113.289,55.299,88.81299999999999,84.29799999999999,112.815,193750095,20.113,0
10710125.0,10647835.0,10905989.0,9949970.0,2212961.0,24.659000000000002,9968284.0,1.2409999999999999,684449124933.0,11179455.0,11042611.0,11187257.0,7547909.0,6151478207977.0,8473578.0,1.198,0.9309999999999999,1.7470363229884e+25,0.0565,57.043,4934.0,0.495,113.086,55.516000000000005,89.34200000000001,85.258,112.905,193458655,20.098,0
10773743.0,10727190.0,10977912.0,10029795.0,2212961.0,24.659000000000002,10042050.0,1.229,695603886848.0,11183356.0,11078773.0,11187257.0,7536246.0,6202114660158.0,8563960.0,1.3330000000000002,0.866,2.1198796048876e+25,0.0566,75.782,4693.0,0.491,112.88799999999999,56.324,89.867,86.208,113.2,193097493,20.11,0
10828878.0,10806544.0,11039255.0,10104470.0,2212961.0,24.659000000000002,10115815.0,1.216,695875985732.0,11185307.0,11105894.0,11187257.0,7536246.0,6238727655248.0,8652501.0,1.22,0.784,2.4938417973333e+25,0.0576,88.835,5631.0,0.48700000000000004,112.82799999999999,62.016999999999996,90.425,87.167,115.28,192397310,20.084,0
10876662.0,10885899.0,11090017.0,10174328.0,2212961.0,24.659000000000002,10189580.0,1.202,685265421585.0,11186282.0,11126235.0,11187257.0,7536246.0,6261317193246.0,8739201.0,1.2670000000000001,0.725,2.5555889227977e+25,0.0583,92.055,5211.0,0.483,112.85600000000001,65.556,91.00200000000001,88.139,116.686,191511846,20.132,0
10918075.0,10965253.0,11130198.0,10239678.0,2212961.0,24.659000000000002,10263346.0,1.187,663772194409.0,11186770.0,11141490.0,11187257.0,7536246.0,6269883274153.0,8824061.0,1.285,0.687,2.6448249615677e+25,0.0593,90.044,5784.0,0.479,113.008,70.191,91.611,89.132,118.696,190955103,20.112000000000002,0
10953966.0,11044608.0,11159798.0,10300812.0,2212961.0,24.659000000000002,10337111.0,1.171,631396304202.0,11187014.0,11152932.0,11187257.0,7536246.0,6264425897968.0,8907081.0,1.1340000000000001,0.679,3.1269115376999002e+25,0.0623,99.751,5588.0,0.474,113.545,79.601,92.336,90.195,124.605,190116802,20.143,0
11020204.0,11142784.0,11213951.0,10375002.0,2476458.0,27.595,10419660.0,1.1540000000000001,604013203318.0,11318884.0,11227388.0,11224900.0,7799742.0,6266845828596.0,8994052.0,1.137,0.6859999999999999,3.5593207350683e+25,0.0639,75.408,5608.0,0.47,114.305,82.92299999999999,93.11399999999999,91.294,127.725,189513580,19.901,0
11171299.0,11275090.0,11348701.0,10489738.0,3179116.0,35.425,10525630.0,1.14,623344087319.0,11736148.0,11458894.0,11362922.0,8502400.0,6318752595334.0,9094561.0,0.7709999999999999,0.7140000000000001,4.4507304509417e+25,0.0644,84.322,5311.0,0.465,115.15700000000001,83.926,93.897,92.405,128.75,189589907,19.908,0
11302247.0,11344101.0,11465811.0,10597072.0,3179116.0,35.425,10631601.0,1.127,620215467762.0,11944780.0,11632523.0,11500944.0,8502400.0,6352809780071.0,9192994.0,1.103,0.768,5.9998939766872995e+25,0.0642,73.29899999999999,5450.0,0.46,115.992,81.767,94.654,93.507,128.355,189031386,19.976,0
11415736.0,11413112.0,11573719.0,10697481.0,3179116.0,35.425,10737571.0,1.115,594627344646.0,12049096.0,11762745.0,11638966.0,8502400.0,6369017382807.0,9289350.0,1.3719999999999999,0.8079999999999999,6.364027175689999e+25,0.0629,90.398,5226.0,0.455,116.654,68.14699999999999,95.337,94.572,125.725,188400077,19.977,0
11514092.0,11482123.0,11672426.0,10791412.0,3179116.0,35.425,10843542.0,1.103,546579717972.0,12101254.0,11860412.0,11776988.0,8502400.0,6367375403541.0,9383630.0,1.23,0.847,6.735520139927001e+25,0.0632,99.887,5342.0,0.45,117.35799999999999,69.72399999999999,96.021,95.62899999999999,126.43,187675617,19.927,0
11599335.0,11551134.0,11761931.0,10879283.0,2298997.0,23.33,10920175.0,1.092,565286579534.0,12127333.0,11933662.0,11915010.0,8309035.0,6366377419091.0,9475834.0,1.053,0.889,7.0431668292243e+25,0.0636,91.552,5567.0,0.445,118.12200000000001,71.618,96.70700000000001,96.67299999999999,127.245,187298143,19.945999999999998,0
11673212.0,11620145.0,11842235.0,10961485.0,2077119.0,20.614,10989412.0,1.08,587450612851.0,12140372.0,11988599.0,12053032.0,7785536.0,6395258410585.0,9566009.0,1.023,0.948,8.8478816985513e+25,0.0632,104.96600000000001,5071.0,0.44,118.85,66.71,97.36,97.71,126.42399999999999,186753167,19.878,0
11737239.0,11689156.0,11913337.0,11038383.0,2077119.0,20.614,11058650.0,1.068,600027040348.0,12146892.0,12029802.0,12153412.0,7785536.0,6409172842506.0,9654282.0,0.772,1.0270000000000001,1.0738897314981e+26,0.0647,72.57,5865.0,0.435,119.605,68.212,98.009,98.759,126.90899999999999,186121235,19.881,0
11792728.0,11758167.0,11975238.0,11110320.0,2077119.0,20.614,11127887.0,1.056,603015862026.0,12150152.0,12060705.0,12153412.0,7785536.0,6408120714852.0,9740654.0,0.976,1.143,1.6649471246697e+26,0.0621,78.22,4901.0,0.429,120.147,52.434,98.584,99.76799999999999,124.135,185683896,19.884,0
11840819.0,11827178.0,12027937.0,11177617.0,2077119.0,20.614,11197124.0,1.042,596417077884.0,12151782.0,12083881.0,12153412.0,7785536.0,6392102027625.0,9825126.0,1.0979999999999999,1.264,1.735608758923e+26,0.0602,87.36200000000001,5209.0,0.424,120.397,38.275,99.06200000000001,100.698,120.333,185414736,19.797,0
11882498.0,11896189.0,12071435.0,11240571.0,2077119.0,20.614,11266362.0,1.028,580230687922.0,12152597.0,12101264.0,12153412.0,7785536.0,6361116780823.0,9907695.0,1.012,1.3780000000000001,1.5967143966624e+26,0.0598,97.318,5139.0,0.418,120.573,36.325,99.515,101.595,119.685,185551204,19.784000000000002,0
12093733.0,12059010.0,12280844.0,11384196.0,3390464.0,33.648,11379377.0,1.018,681640680171.0,12809677.0,12442637.0,12341032.0,9098881.0,6438715473404.0,10017229.0,1.294,1.515,2.0610677142995997e+26,0.06,82.056,4025.0,0.413,120.762,38.635999999999996,99.96700000000001,102.485,120.096,185339537,19.869,0
12561986.0,12374608.0,12753727.0,11656547.0,5529340.0,54.875,11563688.0,1.016,1186443610557.0,14207655.0,13233386.0,12834207.0,11237757.0,6773409257296.0,10171548.0,0.907,1.66,2.4645091503926e+26,0.0597,78.77199999999999,3829.0,0.406,120.89,36.008,100.39399999999999,103.352,119.38799999999999,184738296,19.817,0
12967806.0,12690207.0,13184530.0,11911327.0,5529340.0,54.875,11748000.0,1.021,1623305210720.0,14906644.0,13826448.0,13327381.0,11237757.0,7076921022618.0,10323124.0,0.9670000000000001,1.751,2.3081931162816997e+26,0.0575,98.73299999999999,3733.0,0.4,120.71600000000001,24.156999999999996,100.715,104.15100000000001,115.014,184154614,19.816,0
13319516.0,12986984.0,13573254.0,12149669.0,5529340.0,54.875,11932311.0,1.031,1992225480660.0,15256138.0,14271244.0,13820556.0,11237757.0,7349250769370.0,10471955.0,1.012,1.814,2.1582041427281e+26,0.0553,77.985,3834.0,0.39299999999999996,120.24600000000001,17.394000000000002,100.932,104.88600000000001,110.585,184383762,19.852,0
13624332.0,13233571.0,13922407.0,12372634.0,5529340.0,54.875,12116622.0,1.043,2293204420377.0,15430885.0,14604841.0,14313730.0,11237757.0,7590398497552.0,10618042.0,0.902,1.859,2.0919879212364e+26,0.053,71.689,3133.0,0.385,119.47,12.953,101.042,105.56200000000001,105.935,183915763,19.914,0
13888505.0,13480158.0,14238682.0,12581215.0,5529340.0,54.875,12300934.0,1.058,2526242029872.0,15518259.0,14855039.0,14806905.0,11237757.0,7800364207164.0,10761384.0,0.789,1.885,2.0491415467723e+26,0.052000000000000005,80.152,3358.0,0.37799999999999995,118.583,11.562999999999999,101.10799999999999,106.228,104.06,184189305,19.909000000000002,0
14117455.0,13726745.0,14522078.0,12776339.0,5304502.0,51.494,12477750.0,1.073,2725705345123.0,15561946.0,15042687.0,15300079.0,11237757.0,7979147898205.0,10901983.0,1.052,1.881,1.5588198405731e+26,0.0533,81.931,3690.0,0.37,117.876,24.186999999999998,101.228,106.936,106.555,184205898,19.881,0
14315879.0,13973333.0,14772597.0,12958874.0,4418375.0,39.495,12625030.0,1.088,2974623360578.0,15583789.0,15183424.0,15605633.0,10940245.0,8159408765588.0,11039837.0,0.835,1.8969999999999998,1.4743802040354e+26,0.054000000000000006,87.854,3678.0,0.361,117.27600000000001,31.065,101.37799999999999,107.656,108.05,184039557,19.976,0
14487846.0,14219920.0,14990237.0,13129632.0,4418375.0,39.495,12772309.0,1.102,3180159065846.0,15594711.0,15288976.0,15605633.0,10757986.0,8329634192341.0,11175019.0,0.875,1.929,1.391132836752e+26,0.0535,106.838,3238.0,0.353,116.61399999999999,28.811,101.5,108.36,106.945,183375565,19.971,0
14636884.0,14466507.0,15174998.0,13289374.0,4418375.0,39.495,12919588.0,1.115,3342312460928.0,15600172.0,15368140.0,15605633.0,10757986.0,8471283260415.0,11307575.0,0.804,1.922,1.028669129509e+26,0.0514,96.777,3401.0,0.344,115.691,21.938000000000002,101.53,109.012,102.855,183669270,19.998,0
14766051.0,14713094.0,15326882.0,13438810.0,4418375.0,39.495,13066867.0,1.126,3461083545823.0,15602902.0,15427513.0,15605633.0,10757986.0,8584355969811.0,11437503.0,0.7609999999999999,1.885,7.8465878473103e+25,0.0501,91.15100000000001,3173.0,0.336,114.604,18.635,101.50200000000001,109.63799999999999,100.25,183628671,20.004,0
14923740.0,14984188.0,15491632.0,13600740.0,4761465.0,42.562,13225583.0,1.136,3594964878167.0,15775812.0,15557816.0,15654646.0,11101075.0,8713395365933.0,11572344.0,0.675,1.848,8.0688304789619e+25,0.0502,56.681999999999995,3180.0,0.326,113.539,19.207,101.477,110.23899999999999,100.355,184145966,20.032,0
15512476.0,15497463.0,16072308.0,13970967.0,8152001.0,72.869,13497316.0,1.1540000000000001,4628534527797.0,17557535.0,16503176.0,16188021.0,14491611.0,9381995875102.0,11778992.0,1.01,1.8319999999999999,9.6438897439302e+25,0.0504,65.66,2330.0,0.317,112.527,22.188000000000002,101.463,110.788,100.846,184655648,20.043,0
16022714.0,16010737.0,16584548.0,14317308.0,8152001.0,72.869,13769049.0,1.176,5514426139153.0,18448397.0,17212197.0,16721396.0,14491611.0,9998742855170.0,11982101.0,1.071,1.7919999999999998,8.1880103036555e+25,0.0518,82.565,2545.0,0.307,111.72200000000001,37.615,101.51100000000001,111.29799999999999,103.663,185079742,20.043,0
